id,host_id,neighbourhood_cleansed,property_type,room_type,accommodates,price,minimum_nights,maximum_nights,bedrooms,beds,cancellation_policy,number_of_reviews,review_scores_accuracy
42691268,309979940,Iztapalapa,Apartment,Entire home/apt,2,698,1,1125,1,1,flexible,0,
42691527,173382642,Cuauhtemoc,Loft,Entire home/apt,3,815,2,1125,1,2,flexible,0,
42691819,340061696,Miguel Hidalgo,Guest suite,Private room,1,1200,7,365,1,1,flexible,0,
42692357,116008333,Benito Juarez,Apartment,Private room,2,951,2,1125,1,2,strict_14_with_grace_period,1,10
42692422,287639083,Tlalpan,House,Private room,2,248,5,125,1,1,flexible,0,
42692616,113929091,Coyoacan,Apartment,Private room,2,248,7,90,1,1,flexible,0,
42692729,339261053,Cuauhtemoc,Apartment,Private room,2,362,1,1125,1,1,flexible,3,10
42692823,22645588,Cuauhtemoc,Apartment,Entire home/apt,4,1195,15,35,2,,moderate,0,
42693204,70169029,Benito Juarez,Apartment,Entire home/apt,6,1208,1,1125,2,3,flexible,2,10
42694349,79379403,Cuauhtemoc,Apartment,Entire home/apt,5,1466,2,1125,2,4,moderate,0,
42694652,340110781,Iztacalco,Apartment,Private room,2,293,1,90,0,1,flexible,1,10
42694888,53713190,Cuauhtemoc,Apartment,Entire home/apt,6,1789,3,1125,2,4,flexible,1,10
42694977,79379403,Cuauhtemoc,Apartment,Entire home/apt,5,1472,1,1125,2,4,moderate,0,
42703666,82275827,Benito Juarez,Condominium,Private room,2,408,1,30,1,1,flexible,1,10
42703713,82275827,Benito Juarez,Apartment,Private room,2,406,1,30,1,1,flexible,2,10
42704347,52360834,Coyoacan,Guest suite,Entire home/apt,4,883,2,15,2,2,flexible,0,
42706053,56222588,Miguel Hidalgo,House,Private room,2,990,1,1125,1,1,flexible,0,
42706897,210825356,Iztapalapa,House,Private room,1,204,7,31,1,1,flexible,0,
42708497,247081994,Benito Juarez,House,Entire home/apt,10,2491,2,1125,4,5,flexible,1,2
42709561,26319246,Cuauhtemoc,Condominium,Private room,2,906,7,1125,1,1,strict_14_with_grace_period,2,10
42710005,94547651,Coyoacan,Boutique hotel,Private room,2,1109,1,1125,1,1,strict_14_with_grace_period,2,10
42710056,340204731,Gustavo A. Madero,Apartment,Entire home/apt,6,495,1,1125,2,,flexible,1,2
42710086,14123007,Tlalpan,House,Private room,2,249,3,1125,1,2,strict_14_with_grace_period,0,
42710299,156085152,Cuauhtemoc,Apartment,Entire home/apt,6,2196,1,1125,3,4,strict_14_with_grace_period,1,10
42710790,94547651,Coyoacan,Boutique hotel,Private room,2,1291,1,1125,1,1,strict_14_with_grace_period,0,
42711540,257597655,Cuauhtemoc,Hostel,Private room,3,2423,1,1125,1,2,flexible,0,
42711655,257597655,Cuauhtemoc,Hostel,Private room,2,2075,1,1125,1,1,flexible,0,
42711893,165114307,Venustiano Carranza,Apartment,Entire home/apt,2,293,1,1125,1,2,moderate,9,10
42711992,340218606,Miguel Hidalgo,Apartment,Private room,2,1698,1,1125,1,,flexible,0,
42714107,324424752,Benito Juarez,Apartment,Private room,2,249,1,1125,1,1,flexible,1,10
42714354,177067726,Cuauhtemoc,Loft,Entire home/apt,4,792,2,31,1,2,flexible,1,10
42714553,6573910,Cuauhtemoc,Apartment,Entire home/apt,4,1494,1,30,2,2,flexible,4,10
42715316,216056377,Cuauhtemoc,Apartment,Entire home/apt,2,996,1,1125,1,1,flexible,2,10
42715495,194829770,Venustiano Carranza,House,Private room,3,1260,2,1125,1,3,flexible,0,
42715949,14123007,La Magdalena Contreras,House,Private room,2,249,2,1125,1,1,flexible,0,
42716585,187575333,Cuauhtemoc,Apartment,Private room,1,340,1,100,1,1,flexible,0,
42716735,236301634,Miguel Hidalgo,Apartment,Entire home/apt,4,2943,1,1125,2,2,flexible,0,
42716781,82367586,Cuauhtemoc,Apartment,Private room,1,453,3,1125,1,1,flexible,0,
42717529,13677387,Miguel Hidalgo,Apartment,Entire home/apt,4,1902,2,1125,2,2,moderate,2,10
42718029,203633103,La Magdalena Contreras,House,Private room,1,450,1,1125,1,1,flexible,0,
42718158,173705442,Cuauhtemoc,Apartment,Private room,2,410,1,12,1,1,flexible,1,10
42718517,303029683,Miguel Hidalgo,Apartment,Entire home/apt,6,1019,1,365,3,4,flexible,0,
42718634,340269863,Iztapalapa,Bed and breakfast,Private room,2,608,1,4,1,1,flexible,0,
42718821,334125971,Cuauhtemoc,Apartment,Entire home/apt,16,3473,1,30,6,9,flexible,0,
42718929,340267300,Coyoacan,Apartment,Private room,2,611,2,30,1,1,flexible,1,10
42719154,63216960,Cuauhtemoc,House,Entire home/apt,6,3509,1,30,3,3,flexible,3,10
42719347,252877161,Miguel Hidalgo,Tiny house,Private room,1,249,7,365,1,1,flexible,0,
42720200,340281087,Cuauhtemoc,Apartment,Entire home/apt,6,792,1,90,2,3,flexible,1,10
42720814,87519754,Cuauhtemoc,Apartment,Entire home/apt,6,1291,1,1125,2,3,flexible,0,
42721675,161267446,Alvaro Obregon,Condominium,Private room,1,495,1,1125,1,0,flexible,0,
42721887,34037742,Miguel Hidalgo,Apartment,Entire home/apt,4,1698,1,90,2,2,moderate,1,10
42722245,340287389,Azcapotzalco,Apartment,Entire home/apt,4,957,2,30,2,0,flexible,1,
42723144,3311316,Cuauhtemoc,Apartment,Entire home/apt,3,1608,2,30,1,1,moderate,0,
42734849,322510577,Benito Juarez,Condominium,Entire home/apt,2,702,2,1125,1,1,moderate,4,9
42735327,340351409,Cuauhtemoc,Apartment,Private room,2,340,1,12,1,1,moderate,2,10
42735328,108777765,Tlahuac,Apartment,Entire home/apt,2,336,1,1125,1,1,flexible,0,
42736310,340351409,Cuauhtemoc,Apartment,Entire home/apt,5,1019,1,1125,2,3,moderate,1,10
42736566,59104826,Cuauhtemoc,Apartment,Entire home/apt,4,1019,3,1125,2,3,flexible,0,
42738537,35558691,Benito Juarez,Apartment,Entire home/apt,4,860,1,3,2,2,flexible,1,10
42739219,171046910,Benito Juarez,Apartment,Entire home/apt,5,706,1,1125,1,1,moderate,0,
42740258,156193307,Miguel Hidalgo,Apartment,Entire home/apt,2,860,3,1125,2,1,moderate,0,
42741671,35558691,Benito Juarez,Apartment,Private room,1,611,1,3,1,0,flexible,1,
42741801,232929257,Cuauhtemoc,Apartment,Private room,2,204,1,1125,1,2,flexible,4,10
42742032,66510852,Cuauhtemoc,House,Private room,2,453,1,1125,1,1,strict_14_with_grace_period,1,6
42743502,161574254,La Magdalena Contreras,Apartment,Private room,2,695,3,4,1,,strict_14_with_grace_period,1,10
42743997,84712824,Iztacalco,Apartment,Entire home/apt,6,951,1,30,2,4,moderate,2,10
42744100,73194914,Benito Juarez,Apartment,Entire home/apt,3,747,2,90,2,2,moderate,3,10
42744796,16272832,Cuauhtemoc,Apartment,Entire home/apt,4,1404,1,1125,1,2,moderate,5,10
42745361,22389148,Cuauhtemoc,Apartment,Entire home/apt,4,974,2,4,1,2,flexible,1,10
42745369,117196162,Coyoacan,Loft,Entire home/apt,2,706,1,1125,1,,flexible,3,10
42746302,6572413,Benito Juarez,Apartment,Entire home/apt,2,815,3,90,1,1,flexible,0,
42746578,132993661,Alvaro Obregon,Apartment,Private room,1,204,2,30,1,1,flexible,1,10
42746611,35096900,Miguel Hidalgo,Apartment,Entire home/apt,4,1517,2,1125,2,2,flexible,0,
42752726,230429454,Coyoacan,House,Private room,3,453,1,60,4,1,flexible,0,
42754679,260215011,Cuauhtemoc,House,Entire home/apt,6,3270,2,1125,3,3,flexible,0,
42754814,284211685,Coyoacan,Apartment,Entire home/apt,6,7336,1,2,2,3,flexible,0,
42755229,286186079,Iztacalco,House,Entire home/apt,16,2003,1,2,1,20,flexible,0,
42755751,15353501,Venustiano Carranza,Apartment,Entire home/apt,11,498,1,1125,3,5,flexible,3,10
42756843,4239270,Cuauhtemoc,Apartment,Private room,1,519,30,60,1,1,flexible,0,
42756903,340510425,Miguel Hidalgo,House,Private room,2,1200,2,13,1,,flexible,0,
42757074,211821055,Cuauhtemoc,Apartment,Entire home/apt,5,1449,1,1125,2,2,flexible,0,
42757167,58871932,Coyoacan,House,Entire home/apt,6,1508,1,30,3,3,flexible,2,10
42757855,126300391,Coyoacan,House,Private room,2,611,2,14,1,0,flexible,0,
42759927,12218623,Tlalpan,Townhouse,Entire home/apt,16,6007,1,1125,5,4,flexible,0,
42761369,10764020,Cuauhtemoc,Apartment,Entire home/apt,4,1472,1,365,1,2,strict_14_with_grace_period,1,10
42762443,231684109,Benito Juarez,Apartment,Private room,1,657,1,3,1,1,flexible,0,
42763410,323625527,Tlalpan,Guest suite,Private room,1,315,1,1125,1,1,flexible,1,10
42764659,286186079,Iztacalco,Apartment,Private room,6,270,1,90,1,3,flexible,2,10
42764944,5539080,Cuauhtemoc,Apartment,Entire home/apt,4,1495,5,1125,2,3,moderate,0,
42766024,283888492,Benito Juarez,Condominium,Private room,4,1811,1,30,1,1,flexible,0,
42766530,121938932,Cuauhtemoc,Condominium,Entire home/apt,4,1812,2,30,1,2,moderate,0,
42769331,211821055,Iztacalco,Apartment,Entire home/apt,5,706,1,1125,2,2,flexible,0,
42771164,336448314,Cuauhtemoc,Apartment,Private room,2,498,1,5,1,0,flexible,0,
42771321,23720227,Cuauhtemoc,Apartment,Entire home/apt,6,4303,2,28,2,3,strict_14_with_grace_period,0,
42772774,10237534,Miguel Hidalgo,House,Entire home/apt,6,12001,1,1125,3,5,flexible,0,
42773522,174802499,Iztapalapa,House,Private room,1,203,1,90,1,1,flexible,0,
42773810,257597655,Cuauhtemoc,Hostel,Private room,2,2060,1,1125,1,1,flexible,0,
42773828,257597655,Cuauhtemoc,Hostel,Private room,3,2423,1,1125,1,2,flexible,0,
42774435,336272663,Cuauhtemoc,Apartment,Private room,2,453,1,1125,0,2,flexible,0,
42776158,260495469,Tlalpan,Apartment,Private room,2,248,2,10,1,1,flexible,4,10
42776199,261857354,Cuauhtemoc,House,Entire home/apt,8,7926,1,365,4,4,strict_14_with_grace_period,0,
42776209,340676492,Benito Juarez,Guest suite,Entire home/apt,3,657,1,1125,1,2,flexible,0,
42776264,340677484,Cuauhtemoc,Apartment,Private room,1,521,3,7,1,1,flexible,0,
42776490,187575333,Cuauhtemoc,Apartment,Private room,1,273,1,60,1,1,flexible,0,
42776881,7188226,Iztapalapa,House,Private room,2,498,2,14,1,1,flexible,2,10
42776918,2557099,Venustiano Carranza,Apartment,Private room,1,251,14,1125,1,1,flexible,0,
42777585,241037466,Iztapalapa,Townhouse,Private room,16,1508,1,1125,3,5,strict_14_with_grace_period,0,
42777763,47465593,Miguel Hidalgo,Apartment,Entire home/apt,3,1223,1,1125,1,2,flexible,1,10
42777878,286186079,Iztacalco,Apartment,Private room,3,248,1,45,1,1,flexible,0,
42778161,286186079,Iztacalco,Apartment,Private room,4,498,1,45,1,0,flexible,0,
42778234,215030457,Gustavo A. Madero,Apartment,Entire home/apt,3,495,5,95,2,2,flexible,0,
42778339,24376629,Benito Juarez,Apartment,Entire home/apt,2,342,2,1125,1,1,strict_14_with_grace_period,5,10
42778374,257053551,Cuauhtemoc,Apartment,Private room,2,453,1,1125,1,1,flexible,0,
42778692,340585478,Cuauhtemoc,Apartment,Private room,2,294,1,180,1,1,strict_14_with_grace_period,1,10
42779425,340710406,Cuauhtemoc,Apartment,Private room,2,498,1,60,1,1,flexible,2,10
42787633,64426177,Miguel Hidalgo,Boutique hotel,Private room,4,634,1,30,1,1,flexible,2,10
42788183,149752566,Benito Juarez,Apartment,Private room,2,456,1,1125,1,1,flexible,0,
42788505,101824645,Cuauhtemoc,Boutique hotel,Private room,4,1291,1,1125,0,1,flexible,0,
42789612,5175832,Cuauhtemoc,Condominium,Private room,2,566,2,1125,1,1,flexible,1,10
42792560,182071188,Tlalpan,Apartment,Private room,1,248,5,1125,1,,flexible,0,
42792885,63216960,Cuauhtemoc,House,Private room,2,1804,1,5,1,1,flexible,0,
42793268,22535755,Cuauhtemoc,Apartment,Private room,2,362,1,10,1,1,flexible,0,
42793847,340855178,Alvaro Obregon,Apartment,Private room,1,340,1,365,1,1,flexible,0,
42793919,340858178,Gustavo A. Madero,Apartment,Entire home/apt,4,638,2,1125,2,2,strict_14_with_grace_period,0,
42794424,270542827,Coyoacan,Apartment,Entire home/apt,4,1504,2,60,2,2,flexible,2,10
42794639,12966517,Cuauhtemoc,Apartment,Entire home/apt,4,2944,1,25,2,2,flexible,1,10
42794845,47131617,Benito Juarez,Apartment,Entire home/apt,2,589,3,7,1,1,strict_14_with_grace_period,0,
42794930,66640163,Cuauhtemoc,Apartment,Entire home/apt,3,679,2,10,1,1,flexible,4,10
42795578,340875559,Cuajimalpa de Morelos,Apartment,Entire home/apt,4,2310,1,30,1,0,strict_14_with_grace_period,1,10
42796622,169591506,Tlalpan,Apartment,Entire home/apt,4,498,2,1125,2,2,moderate,0,
42796629,162541713,Tlahuac,House,Entire home/apt,4,605,1,1125,2,3,flexible,0,
42796725,255631025,Cuauhtemoc,Condominium,Entire home/apt,5,1240,2,14,2,3,moderate,1,
42805068,314683572,Miguel Hidalgo,House,Private room,2,589,1,365,1,1,flexible,2,9
42805726,3316984,Miguel Hidalgo,Condominium,Private room,2,340,1,1125,1,1,moderate,0,
42807943,51428980,Cuauhtemoc,Apartment,Private room,2,385,1,180,1,,flexible,0,
42808773,322510577,Coyoacan,Condominium,Entire home/apt,4,702,2,1125,1,2,moderate,5,8
42809208,84712824,Iztacalco,Apartment,Entire home/apt,6,951,1,30,2,4,moderate,0,
42809392,322510577,Coyoacan,Condominium,Entire home/apt,4,698,2,1125,1,2,moderate,3,10
42809859,340964163,Benito Juarez,Apartment,Entire home/apt,2,226,7,32,1,1,strict_14_with_grace_period,7,10
42810002,84712824,Venustiano Carranza,Apartment,Entire home/apt,6,951,1,30,2,4,moderate,1,10
42810449,340681079,Alvaro Obregon,Condominium,Entire home/apt,4,1508,1,28,3,1,flexible,0,
42810658,9557015,Miguel Hidalgo,Apartment,Entire home/apt,4,2332,2,180,2,2,moderate,0,
42810681,84712824,Iztacalco,Apartment,Entire home/apt,6,951,1,30,2,3,flexible,2,10
42810693,129877517,Venustiano Carranza,Apartment,Entire home/apt,1,990,1,1125,2,2,flexible,0,
42811039,340980195,Coyoacan,Apartment,Entire home/apt,5,770,1,1125,2,2,moderate,0,
42811128,64866097,Miguel Hidalgo,Apartment,Entire home/apt,4,702,1,1125,0,2,flexible,0,
42812443,93861150,Cuauhtemoc,Loft,Entire home/apt,6,4507,3,1125,3,10,flexible,0,
42812524,23502228,Cuauhtemoc,Loft,Entire home/apt,3,2264,1,28,1,1,strict_14_with_grace_period,0,
42812680,322510577,Benito Juarez,Condominium,Entire home/apt,4,702,2,1125,1,2,moderate,4,10
42813013,256059982,Cuauhtemoc,Condominium,Private room,2,408,2,1125,1,1,flexible,3,10
42813649,322510577,Iztacalco,Condominium,Entire home/apt,4,702,2,1125,1,2,moderate,0,
42813752,9557015,Miguel Hidalgo,Loft,Entire home/apt,4,2106,2,180,1,1,moderate,0,
42814035,94028455,Tlalpan,Loft,Entire home/apt,2,833,3,1125,1,1,flexible,0,
42814236,174792040,Cuauhtemoc,Hotel,Private room,4,2242,1,1125,1,2,moderate,0,
42814500,94028455,Tlalpan,Loft,Entire home/apt,2,698,2,1125,2,1,flexible,0,
42814980,182833775,La Magdalena Contreras,Apartment,Private room,2,270,3,30,1,,flexible,1,10
42815010,256059982,Cuauhtemoc,Apartment,Private room,2,408,1,30,1,1,flexible,3,10
42815297,327441693,Miguel Hidalgo,Apartment,Private room,2,294,12,350,9,1,strict_14_with_grace_period,1,10
42816395,125876021,Benito Juarez,Guest suite,Entire home/apt,2,767,1,1125,1,1,strict_14_with_grace_period,0,
42817158,264528881,Azcapotzalco,Apartment,Private room,4,479,4,1125,1,2,moderate,1,10
42817212,172602673,Gustavo A. Madero,Apartment,Private room,2,752,2,1125,2,1,flexible,0,
42817889,4649609,Cuauhtemoc,Apartment,Entire home/apt,4,2491,1,1125,2,2,flexible,0,
42817902,327441693,Miguel Hidalgo,Apartment,Private room,1,249,12,350,9,9,strict_14_with_grace_period,1,6
42821544,62413036,Cuauhtemoc,Apartment,Private room,1,249,1,1125,1,1,moderate,1,10
42825240,179128549,Benito Juarez,Apartment,Entire home/apt,3,702,3,1125,1,1,flexible,0,
42828076,13932954,Miguel Hidalgo,Apartment,Private room,1,272,7,185,1,1,flexible,0,
42830758,286186079,Iztacalco,Loft,Entire home/apt,8,996,1,45,1,4,flexible,0,
42832153,259594132,Cuajimalpa de Morelos,Apartment,Entire home/apt,4,1811,3,360,1,2,flexible,0,
42833438,48007750,Cuauhtemoc,Apartment,Private room,2,543,5,1125,1,1,flexible,1,8
42833654,238777540,Benito Juarez,Apartment,Entire home/apt,5,1200,1,1125,2,3,flexible,0,
42833664,238777540,Benito Juarez,Apartment,Entire home/apt,5,1200,1,1125,2,3,flexible,0,
42835182,17179386,Cuauhtemoc,Apartment,Entire home/apt,2,1811,1,1125,1,1,flexible,0,
42835291,332244498,Cuauhtemoc,Apartment,Private room,1,249,7,60,1,1,flexible,0,
42835480,127885823,Miguel Hidalgo,Apartment,Private room,1,340,12,350,9,1,strict_14_with_grace_period,0,
42836058,160229590,Benito Juarez,Apartment,Private room,2,340,1,1,1,2,flexible,1,
42836109,318431672,Venustiano Carranza,Condominium,Entire home/apt,3,518,2,1125,2,2,flexible,0,
42836217,341131519,Alvaro Obregon,Apartment,Entire home/apt,2,608,2,24,1,1,flexible,0,
42836857,341148781,Miguel Hidalgo,Apartment,Entire home/apt,6,1358,2,90,2,2,strict_14_with_grace_period,1,10
42837218,130639325,Cuauhtemoc,Condominium,Entire home/apt,4,3057,2,30,2,3,strict_14_with_grace_period,0,
42837357,322510577,Benito Juarez,Condominium,Entire home/apt,2,702,2,1125,1,1,moderate,1,10
42837863,236301634,Miguel Hidalgo,Apartment,Entire home/apt,4,2717,1,1125,2,2,flexible,1,10
42838240,107885741,Benito Juarez,Apartment,Entire home/apt,4,1019,3,30,2,3,flexible,0,
42838258,273419329,Benito Juarez,House,Private room,2,792,2,7,1,1,flexible,0,
42839109,5003107,Cuauhtemoc,Apartment,Private room,1,1245,5,45,1,1,flexible,0,
42839123,314796809,Cuauhtemoc,Condominium,Private room,2,1993,3,5,1,,flexible,0,
42842379,341185780,Miguel Hidalgo,Condominium,Private room,2,743,1,1125,1,1,flexible,0,
42844790,34272793,Tlalpan,Guest suite,Entire home/apt,2,405,15,1125,1,1,flexible,0,
42844950,341199405,Cuauhtemoc,Apartment,Private room,1,410,5,14,1,1,flexible,0,
42845092,84884105,Venustiano Carranza,Apartment,Entire home/apt,5,906,1,1125,3,0,flexible,0,
42852338,321713610,Miguel Hidalgo,Apartment,Entire home/apt,6,1200,1,1125,3,4,flexible,0,
42853240,135894880,Cuajimalpa de Morelos,Condominium,Entire home/apt,3,860,2,1125,1,1,moderate,0,
42853504,112308849,Alvaro Obregon,Guest suite,Entire home/apt,2,498,1,1125,1,1,flexible,1,10
42854432,261910390,Cuauhtemoc,Apartment,Private room,1,340,1,2,1,1,flexible,3,10
42856203,67744437,Miguel Hidalgo,Apartment,Entire home/apt,3,1608,3,1125,2,2,flexible,0,
42856430,166785269,Cuauhtemoc,House,Private room,1,408,1,15,1,,flexible,1,10
42857022,254155710,Benito Juarez,Apartment,Entire home/apt,12,1585,3,60,3,4,strict_14_with_grace_period,0,
42857093,338882457,Miguel Hidalgo,Apartment,Entire home/apt,2,951,1,31,1,1,flexible,0,
42857369,191223455,Cuauhtemoc,Apartment,Entire home/apt,4,611,1,1125,2,2,flexible,0,
42858920,250126759,Cuauhtemoc,Apartment,Entire home/apt,2,340,2,1125,1,1,moderate,3,10
42859054,341283458,Venustiano Carranza,Apartment,Entire home/apt,2,453,2,1125,1,1,moderate,2,10
42859402,11197509,Cuauhtemoc,Apartment,Entire home/apt,4,1200,15,1125,2,2,flexible,1,10
42859943,340204731,Gustavo A. Madero,Apartment,Entire home/apt,6,495,1,30,2,,flexible,0,
42860396,341292500,La Magdalena Contreras,House,Private room,2,743,3,4,1,1,strict_14_with_grace_period,1,10
42860616,324029425,Coyoacan,House,Private room,2,1595,15,30,1,,flexible,0,
42860777,261386789,Coyoacan,House,Entire home/apt,16,19405,1,1125,1,1,flexible,0,
42860806,324424752,Benito Juarez,Apartment,Private room,1,204,3,62,1,,flexible,0,
42861844,341138875,Gustavo A. Madero,Tiny house,Shared room,12,495,1,30,1,,flexible,0,
42862206,324029425,Coyoacan,House,Private room,2,1585,15,30,1,,flexible,0,
42862987,324029425,Coyoacan,House,Private room,2,1585,15,30,1,,flexible,0,
42863532,237211981,Cuauhtemoc,Apartment,Entire home/apt,2,1291,2,1125,1,1,strict_14_with_grace_period,2,10
42863564,341326769,Coyoacan,Apartment,Private room,2,743,3,7,1,,strict_14_with_grace_period,1,10
42864110,341332905,Coyoacan,Apartment,Private room,2,498,7,1125,1,,flexible,0,
42864372,311391010,Venustiano Carranza,House,Private room,3,453,1,1125,1,3,flexible,1,10
42864424,160373420,Cuauhtemoc,Apartment,Entire home/apt,5,1336,3,30,2,3,flexible,1,10
42864484,341334317,Gustavo A. Madero,House,Entire home/apt,2,495,2,1125,1,2,strict_14_with_grace_period,0,
42864673,341336498,Cuauhtemoc,House,Entire home/apt,4,1132,3,28,2,3,flexible,0,
42864729,2524989,Coyoacan,House,Entire home/apt,4,1494,3,1125,3,4,moderate,0,
42875863,279170645,Azcapotzalco,Apartment,Entire home/apt,5,1013,1,1125,2,2,flexible,0,
42876236,259674526,Benito Juarez,Apartment,Private room,2,362,2,1125,1,1,flexible,2,10
42877621,58493133,Benito Juarez,Apartment,Entire home/apt,2,951,2,1125,1,1,flexible,1,10
42878378,165528303,Cuauhtemoc,Apartment,Entire home/apt,7,1381,1,1125,2,4,flexible,9,8
42878500,341309656,Benito Juarez,Apartment,Entire home/apt,6,1494,2,1125,2,2,flexible,0,
42878533,330738929,Azcapotzalco,Apartment,Private room,10,765,1,1125,2,5,flexible,0,
42879471,335188111,Cuauhtemoc,Apartment,Private room,2,1019,1,365,1,2,flexible,0,
42879999,174488673,Cuajimalpa de Morelos,Condominium,Entire home/apt,5,1891,30,1125,3,3,flexible,0,
42880154,117837212,Cuauhtemoc,Apartment,Private room,2,543,2,1125,1,1,flexible,0,
42880643,313099094,Alvaro Obregon,Guest suite,Entire home/apt,2,453,2,7,1,1,strict_14_with_grace_period,0,
42880883,100124365,Alvaro Obregon,Apartment,Entire home/apt,2,453,1,365,1,1,flexible,0,
42881011,165046089,Cuauhtemoc,Apartment,Entire home/apt,5,1744,1,200,3,4,flexible,3,10
42881219,291556889,Benito Juarez,Condominium,Entire home/apt,5,906,1,1125,0,2,flexible,0,
42881384,17686659,Cuauhtemoc,Apartment,Entire home/apt,5,951,2,1125,2,2,flexible,0,
42881395,125267868,Benito Juarez,Apartment,Private room,1,249,2,1125,1,1,moderate,0,
42881563,156837514,Benito Juarez,Apartment,Entire home/apt,7,2989,5,1125,3,5,flexible,0,
42881602,124557273,Coyoacan,Apartment,Entire home/apt,3,585,2,25,3,6,flexible,0,
42881688,38246403,Benito Juarez,House,Private room,2,843,1,1125,1,1,flexible,0,
42882182,8256660,Cuauhtemoc,Apartment,Entire home/apt,2,1494,2,1125,1,1,flexible,0,
42882467,52448004,Cuajimalpa de Morelos,Apartment,Entire home/apt,2,679,5,1125,1,1,moderate,0,
42883362,310983748,Cuauhtemoc,Apartment,Entire home/apt,6,1925,1,30,3,6,flexible,0,
42883710,164216999,Benito Juarez,Apartment,Private room,1,860,5,150,1,1,flexible,0,
42886081,341488960,Miguel Hidalgo,House,Entire home/apt,3,2309,2,5,3,3,flexible,0,
42887693,104561537,Cuauhtemoc,Apartment,Private room,2,566,3,30,1,2,flexible,0,
42888616,82532290,Cuauhtemoc,Apartment,Private room,2,272,4,1125,1,1,flexible,0,
42891425,228982532,Cuauhtemoc,Apartment,Private room,1,498,1,1125,1,,flexible,1,10
42891552,126952686,Cuauhtemoc,Apartment,Private room,1,294,1,1125,1,1,flexible,0,
42891722,181652382,Tlalpan,Apartment,Entire home/apt,2,315,3,1125,1,2,flexible,1,10
42891749,330738929,Azcapotzalco,Apartment,Private room,5,1013,1,1125,1,0,flexible,1,10
42893043,52710918,Cuauhtemoc,Apartment,Private room,1,294,20,121,1,1,flexible,1,10
42893169,341543726,Azcapotzalco,Condominium,Entire home/apt,3,770,1,1125,1,1,flexible,0,
42893436,157105136,Coyoacan,Apartment,Private room,1,226,1,365,0,1,flexible,0,
42893459,259470115,Benito Juarez,Apartment,Private room,2,362,1,60,1,1,moderate,0,
42894371,71827883,Tlahuac,Guest suite,Entire home/apt,4,247,5,1125,0,,flexible,0,
42895342,311516073,Benito Juarez,Apartment,Private room,1,249,30,180,1,1,flexible,0,
42895512,341566745,Benito Juarez,House,Private room,1,226,6,29,1,1,flexible,0,
42895716,311516073,Benito Juarez,Apartment,Private room,2,408,30,180,2,2,flexible,0,
42899690,15359500,Cuauhtemoc,House,Private room,2,475,1,1125,1,1,moderate,0,
42900749,323401359,Iztapalapa,House,Private room,2,272,1,22,1,0,flexible,0,
42901553,100682157,Miguel Hidalgo,Apartment,Private room,1,589,1,1,1,,flexible,0,
42901885,341620163,Alvaro Obregon,House,Entire home/apt,5,1042,1,31,2,4,flexible,1,10
42903009,198471653,Cuauhtemoc,Apartment,Entire home/apt,4,1291,2,1125,2,2,flexible,0,
42903661,62175743,Iztacalco,Condominium,Entire home/apt,7,1125,1,1125,2,5,moderate,3,10
42904186,341642993,Miguel Hidalgo,Apartment,Entire home/apt,3,1902,2,1125,2,2,flexible,0,
42904641,57270548,Benito Juarez,House,Private room,3,340,2,1125,2,2,flexible,1,10
42905144,341652414,Miguel Hidalgo,Apartment,Entire home/apt,5,4007,2,90,3,3,flexible,2,10
42905325,1979000,Benito Juarez,House,Private room,2,340,2,8,1,1,flexible,0,
42905640,1979000,Benito Juarez,House,Private room,2,340,2,6,1,2,flexible,0,
42906490,323401359,Iztapalapa,House,Private room,2,453,1,5,1,1,moderate,0,
42906729,323401359,Iztapalapa,House,Private room,2,365,1,45,1,0,moderate,1,10
42908508,290955082,Iztapalapa,Apartment,Private room,1,226,2,390,1,1,flexible,0,
42911787,323401359,Iztapalapa,House,Private room,2,453,1,60,1,0,moderate,0,
42912001,323401359,Iztapalapa,House,Private room,2,385,1,60,1,0,moderate,0,
42912041,128011770,Cuauhtemoc,Apartment,Private room,1,657,2,1125,0,1,flexible,0,
42912196,190288939,Cuauhtemoc,Apartment,Private room,1,294,2,1125,1,1,flexible,0,
42912783,323401359,Iztapalapa,House,Private room,2,340,1,60,1,0,moderate,0,
42913111,341716931,Cuauhtemoc,Apartment,Entire home/apt,7,544,1,1125,2,4,strict_14_with_grace_period,0,
42914899,326352644,Cuauhtemoc,Other,Entire home/apt,2,951,5,1125,2,2,flexible,2,10
42914960,323401359,Iztapalapa,House,Private room,2,294,1,29,1,1,moderate,0,
42915485,144325663,Cuauhtemoc,Loft,Entire home/apt,2,249,5,21,0,1,strict_14_with_grace_period,2,10
42915914,28590888,Cuauhtemoc,Loft,Entire home/apt,2,996,3,1125,1,1,flexible,0,
42916001,323293152,Cuajimalpa de Morelos,House,Private room,1,1595,3,6,1,1,flexible,0,
42916376,202702300,Cuauhtemoc,Apartment,Entire home/apt,3,589,2,30,1,,flexible,0,
42916406,265424562,Miguel Hidalgo,Loft,Entire home/apt,1,293,1,1125,,1,flexible,0,
42916620,341716931,Cuauhtemoc,Apartment,Entire home/apt,10,747,1,1125,1,5,strict_14_with_grace_period,0,
42917838,341726726,Cuajimalpa de Morelos,Apartment,Entire home/apt,4,996,1,10,2,3,flexible,5,10
42919775,234644937,Iztapalapa,Apartment,Private room,1,226,1,15,1,2,flexible,0,
