id,host_id,neighbourhood_cleansed,property_type,room_type,accommodates,price,minimum_nights,maximum_nights,bedrooms,beds,cancellation_policy,number_of_reviews,review_scores_accuracy
19293764,135106211,Cuauhtemoc,Loft,Entire home/apt,2,722,90,365,1,2,flexible,0,
19295614,135122543,Cuauhtemoc,Apartment,Entire home/apt,4,928,3,365,1,3,strict_14_with_grace_period,191,9
19295864,10358425,Miguel Hidalgo,Apartment,Entire home/apt,4,5013,4,1125,2,2,moderate,16,10
19298164,126963127,Cuauhtemoc,Condominium,Entire home/apt,3,996,1,1125,2,2,flexible,48,10
19301189,134275953,Benito Juarez,Apartment,Entire home/apt,4,2807,1,1125,2,2,flexible,0,
19302483,121085441,Tlalpan,Cabin,Entire home/apt,2,1193,1,1125,1,1,flexible,136,10
19303797,135122543,Cuauhtemoc,Apartment,Entire home/apt,4,1427,1,365,2,2,strict_14_with_grace_period,89,9
19304067,134275953,Benito Juarez,Apartment,Private room,2,702,1,1125,1,1,flexible,1,6
19306496,132980284,Iztacalco,Apartment,Entire home/apt,2,585,2,1125,2,2,flexible,84,10
19307705,60265317,Miguel Hidalgo,Apartment,Private room,2,702,1,1125,1,1,flexible,2,10
19308194,135219604,Coyoacan,House,Private room,2,340,3,90,1,1,flexible,2,10
19309143,73784206,Benito Juarez,Other,Private room,1,272,2,31,1,1,flexible,1,10
19309766,15727246,Benito Juarez,Apartment,Private room,2,611,1,7,1,1,flexible,18,10
19312809,84712824,Iztacalco,Apartment,Entire home/apt,6,951,1,30,2,4,moderate,84,10
19313133,112328574,Cuauhtemoc,Boutique hotel,Private room,2,2695,1,60,1,1,flexible,0,
19315172,30570476,Cuauhtemoc,House,Entire home/apt,4,2718,6,50,3,2,flexible,15,10
19315449,134863823,Cuauhtemoc,House,Entire home/apt,11,679,1,1125,5,8,moderate,39,9
19317218,96895756,Cuauhtemoc,Apartment,Private room,2,570,2,60,1,1,moderate,99,10
19323407,135349693,Cuauhtemoc,Apartment,Private room,2,385,1,1125,1,1,flexible,1,10
19328575,135390484,Cuajimalpa de Morelos,Chalet,Private room,2,702,3,1125,1,2,flexible,0,
19330681,4715943,Miguel Hidalgo,Serviced apartment,Entire home/apt,2,1193,1,1125,1,1,flexible,2,10
19332686,28400330,Miguel Hidalgo,Apartment,Private room,1,793,1,1125,1,1,flexible,0,
19333425,104708177,Tlalpan,House,Shared room,1,203,120,1125,1,2,strict_14_with_grace_period,0,
19334660,135445776,Benito Juarez,Apartment,Private room,2,296,2,1125,1,0,strict_14_with_grace_period,73,10
19344389,55904442,Benito Juarez,Apartment,Entire home/apt,3,1155,2,90,1,2,flexible,3,10
19347072,135563596,Benito Juarez,Apartment,Private room,4,1367,2,1125,2,4,strict_14_with_grace_period,10,9
19349791,135592119,Cuauhtemoc,Apartment,Private room,2,408,1,10,1,1,flexible,11,8
19355346,11854929,Cuauhtemoc,Apartment,Private room,1,679,1,1125,1,1,flexible,0,
19358874,49526080,Cuajimalpa de Morelos,Apartment,Private room,2,889,2,30,1,2,flexible,13,10
19359858,135683673,Benito Juarez,Apartment,Entire home/apt,2,996,1,25,1,1,strict_14_with_grace_period,2,10
19360471,135689042,Benito Juarez,Apartment,Entire home/apt,3,702,2,1125,2,2,flexible,20,9
19360970,88778384,Tlalpan,Townhouse,Private room,1,180,15,365,1,1,strict_14_with_grace_period,18,9
19361722,3762983,Cuauhtemoc,Apartment,Private room,2,226,7,1125,1,1,flexible,2,10
19362236,135689117,Cuauhtemoc,Apartment,Private room,4,3306,1,1125,2,0,flexible,4,10
19364480,110715729,Coyoacan,Apartment,Entire home/apt,3,883,3,1125,2,2,strict_14_with_grace_period,178,10
19365395,57395883,Coyoacan,Guest suite,Private room,2,589,4,30,1,1,moderate,0,
19366071,9470995,Cuauhtemoc,Apartment,Private room,2,521,3,1125,1,1,strict_14_with_grace_period,18,9
19366341,22545087,Cuauhtemoc,Apartment,Entire home/apt,4,1495,2,1125,2,3,flexible,0,
19378917,135833927,Alvaro Obregon,House,Private room,2,855,3,1125,1,2,moderate,16,10
19380524,75113827,Cuauhtemoc,House,Private room,2,226,1,45,1,1,strict_14_with_grace_period,239,10
19380788,130727257,Cuauhtemoc,Loft,Entire home/apt,2,3090,1,1125,2,2,strict_14_with_grace_period,129,10
19381066,135833927,Miguel Hidalgo,House,Private room,2,698,3,1125,1,1,moderate,14,9
19381209,135853486,Cuauhtemoc,Apartment,Entire home/apt,4,1019,2,1125,1,2,moderate,112,10
19382235,19479966,Cuauhtemoc,Condominium,Entire home/apt,4,793,2,90,2,2,moderate,88,10
19382273,32048005,Coyoacan,Apartment,Entire home/apt,4,996,2,1125,3,4,flexible,25,10
19383001,135866647,Miguel Hidalgo,House,Private room,2,475,1,150,1,1,flexible,65,10
19383217,23614681,Cuauhtemoc,Apartment,Entire home/apt,3,1449,2,1125,1,1,flexible,3,
19383862,62564579,Cuauhtemoc,Apartment,Private room,2,319,2,1125,1,1,moderate,3,10
19385174,76196146,Benito Juarez,Bungalow,Private room,2,798,2,1125,1,1,flexible,0,
19386317,9470995,Cuauhtemoc,Apartment,Private room,2,453,3,1125,1,1,strict_14_with_grace_period,13,10
19386816,14539706,Miguel Hidalgo,Apartment,Entire home/apt,6,1744,2,1125,3,4,strict_14_with_grace_period,170,10
19386937,9470995,Cuauhtemoc,Apartment,Private room,2,498,3,1125,1,1,strict_14_with_grace_period,31,10
19386992,135890834,Miguel Hidalgo,Apartment,Entire home/apt,4,1291,365,365,2,2,flexible,0,
19388252,815705,Miguel Hidalgo,Apartment,Entire home/apt,4,1495,2,1125,2,2,flexible,7,10
19388355,815705,Miguel Hidalgo,Apartment,Entire home/apt,4,1789,2,1125,2,2,flexible,43,10
19388424,815705,Miguel Hidalgo,Apartment,Entire home/apt,2,1109,2,1125,1,1,flexible,27,10
19389085,815705,Miguel Hidalgo,Apartment,Entire home/apt,2,1109,2,1125,1,1,flexible,53,10
19390230,135939267,Cuauhtemoc,Condominium,Private room,2,498,2,1125,1,1,flexible,17,10
19390271,25713400,Miguel Hidalgo,Apartment,Entire home/apt,2,1291,2,1125,1,1,moderate,200,10
19390640,93943242,Cuauhtemoc,Apartment,Entire home/apt,6,1948,1,1125,2,4,moderate,94,9
19396130,135974299,Coyoacan,House,Entire home/apt,5,1449,2,1125,2,3,flexible,1,10
19401742,135901463,Cuauhtemoc,Apartment,Entire home/apt,6,1472,1,1125,1,2,moderate,13,9
19403967,84712824,Venustiano Carranza,Apartment,Entire home/apt,6,951,1,30,2,4,moderate,93,10
19403974,47665322,Miguel Hidalgo,Loft,Entire home/apt,2,1155,1,1125,1,1,strict_14_with_grace_period,114,10
19406320,120232487,Miguel Hidalgo,Apartment,Entire home/apt,4,2196,1,1125,2,1,flexible,21,9
19406507,136048524,Cuauhtemoc,Apartment,Entire home/apt,6,1359,1,1125,3,4,moderate,19,9
19409936,61276494,Cuauhtemoc,Apartment,Entire home/apt,4,4733,2,1125,2,2,moderate,117,10
19410891,136080554,Cuauhtemoc,Loft,Private room,2,249,3,1125,1,1,strict_14_with_grace_period,66,10
19410996,136082458,Tlalpan,Apartment,Private room,2,405,1,5,1,1,flexible,4,10
19412259,136078988,Iztacalco,House,Entire home/apt,2,679,3,30,1,1,strict_14_with_grace_period,28,10
19413847,127108190,Miguel Hidalgo,Apartment,Private room,2,793,2,1125,1,1,flexible,0,
19416264,86338404,Miguel Hidalgo,Condominium,Entire home/apt,4,1245,3,180,2,2,moderate,16,10
19417337,52705975,Cuauhtemoc,Apartment,Entire home/apt,6,1155,2,1125,2,3,strict_14_with_grace_period,77,10
19420579,135974299,Coyoacan,Apartment,Entire home/apt,2,951,2,1125,1,1,flexible,1,10
19424379,75719990,Benito Juarez,Loft,Entire home/apt,3,679,2,1125,1,2,moderate,54,10
19428214,29633995,Miguel Hidalgo,Apartment,Private room,2,496,1,30,2,2,flexible,0,
19430226,136219244,Benito Juarez,House,Private room,1,4415,30,30,1,1,flexible,0,
19431388,97643412,Miguel Hidalgo,Apartment,Entire home/apt,4,1993,1,60,2,3,strict_14_with_grace_period,26,9
19431398,9470995,Cuauhtemoc,Apartment,Entire home/apt,6,2015,3,1125,4,5,flexible,35,10
19431761,126607216,Benito Juarez,Guest suite,Private room,1,204,2,90,1,1,moderate,20,10
19431843,23169790,Benito Juarez,Apartment,Entire home/apt,4,1132,2,1125,2,2,moderate,40,10
19434031,63677292,Cuauhtemoc,House,Private room,2,453,1,1125,1,0,moderate,7,9
19434258,31298759,Miguel Hidalgo,Apartment,Entire home/apt,4,861,2,28,1,2,strict_14_with_grace_period,51,10
19435125,136253931,Coyoacan,Condominium,Private room,2,566,1,30,1,1,flexible,200,10
19435144,105232190,Benito Juarez,Apartment,Private room,2,226,1,1125,1,1,flexible,178,10
19435581,43007043,Miguel Hidalgo,Condominium,Entire home/apt,6,2672,4,1125,2,3,strict_14_with_grace_period,2,2
19436690,99795356,Benito Juarez,Condominium,Entire home/apt,4,1691,2,365,2,2,strict_14_with_grace_period,14,10
19436948,38499931,Cuauhtemoc,Apartment,Entire home/apt,4,1540,7,1125,2,2,strict_14_with_grace_period,54,10
19437245,115549282,Benito Juarez,Apartment,Private room,2,498,1,10,1,1,moderate,14,10
19437496,55281104,Cuauhtemoc,Apartment,Private room,2,498,1,1125,1,1,moderate,101,10
19438956,134863823,Cuauhtemoc,House,Private room,2,498,1,1125,0,1,moderate,3,8
19440381,1514999,Coyoacan,Loft,Entire home/apt,2,883,1,1125,1,2,flexible,246,10
19440766,136306567,Cuauhtemoc,House,Entire home/apt,2,498,2,100,1,1,moderate,100,10
19451529,47212610,Tlalpan,Apartment,Private room,1,203,1,1125,1,1,flexible,1,10
19453288,1886913,Cuauhtemoc,Bed and breakfast,Private room,3,1993,1,30,1,1,moderate,2,9
19456430,136449356,Cuauhtemoc,Apartment,Private room,2,362,1,60,1,1,flexible,2,10
19457184,136459275,Cuauhtemoc,Apartment,Entire home/apt,4,906,3,1125,1,1,strict_14_with_grace_period,105,10
19457241,99947037,Cuauhtemoc,Apartment,Entire home/apt,2,725,3,60,1,1,flexible,82,10
19459696,136497699,Cuauhtemoc,Apartment,Shared room,2,498,1,1125,1,1,flexible,0,
19462494,136522055,Tlalpan,Apartment,Entire home/apt,4,450,1,1125,3,4,flexible,1,6
19468747,118572000,Tlalpan,Guesthouse,Entire home/apt,2,205,3,1125,1,1,moderate,26,10
19470439,76987905,Benito Juarez,Apartment,Private room,6,1811,2,1125,2,4,flexible,0,
19473370,136631610,Venustiano Carranza,Apartment,Entire home/apt,7,340,2,1125,3,6,strict_14_with_grace_period,16,10
19475270,29735586,Miguel Hidalgo,Condominium,Entire home/apt,4,843,1,1125,2,2,moderate,55,10
19475345,29108941,Cuauhtemoc,Apartment,Entire home/apt,3,1381,1,1125,1,1,strict_14_with_grace_period,93,10
19485652,105813615,Cuauhtemoc,Apartment,Entire home/apt,4,611,2,30,1,2,flexible,16,10
19485770,118358814,Miguel Hidalgo,Apartment,Entire home/apt,2,996,3,59,1,1,moderate,1,
19486702,130496366,Tlalpan,Guest suite,Shared room,2,248,1,1125,1,1,flexible,3,9
19488233,136788402,La Magdalena Contreras,House,Private room,2,405,3,35,1,1,flexible,0,
19489948,13280647,Benito Juarez,Apartment,Private room,2,408,4,1125,1,1,moderate,38,10
19490265,22049255,Miguel Hidalgo,Apartment,Entire home/apt,6,2830,2,1125,3,3,strict_14_with_grace_period,45,10
19491945,136484937,Venustiano Carranza,Apartment,Private room,4,521,2,365,2,2,strict_14_with_grace_period,44,10
19492324,3919211,Cuauhtemoc,Apartment,Entire home/apt,6,1025,2,1125,1,2,strict_14_with_grace_period,132,10
19501224,100391026,Benito Juarez,Apartment,Entire home/apt,4,408,1,1125,2,2,flexible,41,10
19502741,28716786,Miguel Hidalgo,Apartment,Entire home/apt,10,2264,3,1125,3,3,strict_14_with_grace_period,3,10
19505781,136658850,Alvaro Obregon,Apartment,Entire home/apt,4,1359,2,180,2,3,strict_14_with_grace_period,33,10
19506679,136658850,Benito Juarez,Apartment,Entire home/apt,6,1562,3,180,3,4,strict_14_with_grace_period,48,10
19506760,136991018,Alvaro Obregon,House,Private room,1,293,3,30,5,5,flexible,1,10
19508014,61030249,Miguel Hidalgo,Apartment,Private room,4,408,1,60,1,2,flexible,81,10
19509304,136306567,Cuauhtemoc,House,Entire home/apt,4,747,2,100,1,2,moderate,109,10
19517907,21643856,Cuauhtemoc,Apartment,Private room,2,406,15,1125,1,1,strict_14_with_grace_period,30,10
19522924,72196804,Cuauhtemoc,Apartment,Entire home/apt,4,951,5,38,2,2,moderate,0,
19524593,115249629,Iztapalapa,Guesthouse,Private room,6,589,1,365,2,5,moderate,106,10
19527735,137138449,Benito Juarez,Apartment,Private room,2,430,2,30,1,1,flexible,45,10
19530173,137161018,Miguel Hidalgo,Apartment,Entire home/apt,3,1698,2,30,1,1,moderate,14,10
19530823,30387770,Cuauhtemoc,Apartment,Private room,2,996,1,30,1,1,flexible,9,10
19531984,13326776,Cuauhtemoc,Apartment,Private room,2,340,2,1125,1,1,moderate,9,10
19532049,52132304,Benito Juarez,Apartment,Private room,1,342,3,1125,1,1,flexible,6,10
19532645,115249629,Iztapalapa,Guesthouse,Private room,2,272,1,365,1,2,moderate,48,10
19532657,126665658,Cuauhtemoc,House,Entire home/apt,6,4076,1,1125,3,4,flexible,24,10
19533020,137195518,Alvaro Obregon,Apartment,Entire home/apt,1,249,1,1125,1,1,flexible,4,8
19533274,24020790,Cuauhtemoc,Apartment,Entire home/apt,6,3510,1,1125,2,3,strict_14_with_grace_period,107,10
19535635,32096832,Coyoacan,Apartment,Private room,1,228,2,1125,1,1,flexible,1,10
19545774,47580085,Azcapotzalco,Apartment,Entire home/apt,4,1195,11,11,1,1,flexible,0,
19551836,137358846,Iztapalapa,Guest suite,Private room,3,226,5,15,2,3,flexible,0,
19552844,26804107,Cuauhtemoc,Loft,Entire home/apt,2,1246,2,1125,1,1,strict_14_with_grace_period,77,10
19553499,137375512,Tlalpan,Apartment,Private room,1,360,3,1125,1,1,flexible,23,10
19554697,5792060,Tlalpan,Apartment,Private room,1,293,1,30,1,1,flexible,1,10
19554927,53738717,Cuauhtemoc,Apartment,Entire home/apt,4,1019,2,16,2,3,flexible,133,10
19555262,53095673,Cuauhtemoc,Apartment,Private room,2,340,2,14,1,1,moderate,33,10
19555669,127433321,Cuauhtemoc,Apartment,Entire home/apt,3,1291,30,30,2,2,moderate,134,10
19556532,131978601,Cuauhtemoc,Guesthouse,Private room,2,479,1,365,1,1,flexible,11,6
19565986,23931949,Cuauhtemoc,Apartment,Private room,2,10802,1,1125,1,1,moderate,76,10
19568306,1562506,Tlalpan,Apartment,Private room,2,518,7,31,1,1,moderate,51,10
19569068,28814855,Cuauhtemoc,Apartment,Entire home/apt,4,1449,1,1125,2,2,strict_14_with_grace_period,34,10
19574325,47854838,Cuauhtemoc,Apartment,Private room,1,249,5,365,1,1,moderate,18,10
19578076,44042314,Miguel Hidalgo,Condominium,Private room,2,996,1,8,1,1,flexible,99,9
19586642,91565306,Miguel Hidalgo,Apartment,Private room,2,747,2,1125,1,1,flexible,0,
19586723,137675381,Benito Juarez,Apartment,Private room,1,453,1,5,1,1,flexible,9,10
19587113,137675861,Miguel Hidalgo,Apartment,Entire home/apt,4,11320,15,1125,2,2,flexible,0,
19587763,647454,Coyoacan,Other,Entire home/apt,2,1675,1,1125,1,1,flexible,1,
19587968,120954109,Cuauhtemoc,Hostel,Hotel room,2,294,1,1125,1,1,flexible,66,10
19589351,137698012,Alvaro Obregon,House,Private room,1,589,1,70,1,1,flexible,21,10
19593264,22021773,Cuauhtemoc,Apartment,Entire home/apt,4,2016,2,1125,1,2,moderate,6,10
19593869,137686400,Benito Juarez,Apartment,Private room,1,226,2,7,1,1,flexible,0,
19593939,29830399,Miguel Hidalgo,Apartment,Entire home/apt,6,1653,2,1125,3,3,flexible,41,10
19598634,1576238,Cuauhtemoc,Other,Entire home/apt,2,702,2,1125,1,1,flexible,0,
19609844,51468347,Benito Juarez,Apartment,Entire home/apt,2,249,20,80,1,1,flexible,1,8
19616579,8377512,Miguel Hidalgo,Apartment,Entire home/apt,3,906,2,15,1,1,moderate,78,10
19620109,137998398,Cuauhtemoc,Apartment,Private room,2,498,2,15,1,1,flexible,0,
19621150,137996908,Cuauhtemoc,Loft,Entire home/apt,3,1037,1,60,1,1,flexible,140,9
19621424,15971740,Cuauhtemoc,Loft,Entire home/apt,1,860,6,1125,0,1,strict_14_with_grace_period,7,9
19624298,98494071,Xochimilco,House,Private room,6,996,2,1125,3,5,strict_14_with_grace_period,1,10
19624488,12022859,Cuauhtemoc,Apartment,Private room,2,294,1,7,1,1,moderate,12,10
19624938,130064594,Benito Juarez,Apartment,Private room,2,408,2,1125,1,1,strict_14_with_grace_period,46,10
19625256,93734177,Benito Juarez,Apartment,Entire home/apt,2,430,4,20,1,2,flexible,1,
19626021,138065090,Tlalpan,Apartment,Entire home/apt,2,653,1,20,1,1,flexible,19,10
19626550,30600030,Benito Juarez,Serviced apartment,Hotel room,6,1117,1,1125,1,3,strict_14_with_grace_period,13,10
19632311,35072269,Cuauhtemoc,Apartment,Entire home/apt,6,1540,2,1125,2,2,flexible,0,
19635695,137176393,Miguel Hidalgo,House,Private room,6,385,1,1125,0,1,flexible,0,
19637583,138189502,Coyoacan,Apartment,Entire home/apt,4,1624,5,180,3,4,moderate,32,10
19638804,127433321,Cuauhtemoc,Apartment,Entire home/apt,4,1449,30,30,2,3,moderate,182,10
19639981,136125882,Coyoacan,Other,Private room,1,180,1,1125,1,1,flexible,0,
19640541,136974113,Cuauhtemoc,Apartment,Entire home/apt,2,706,2,7,1,2,moderate,93,10
19640688,76987905,Benito Juarez,Apartment,Private room,4,1504,2,1125,2,3,flexible,2,9
19641356,121915612,Benito Juarez,Loft,Private room,1,340,1,1125,0,1,flexible,5,10
19641689,99119555,Benito Juarez,Apartment,Private room,3,498,99,99,3,3,flexible,0,
19642188,38394986,Benito Juarez,Apartment,Private room,2,340,2,1125,1,1,moderate,0,
19642597,15473248,Miguel Hidalgo,Loft,Entire home/apt,2,1109,3,30,0,1,moderate,78,10
19642617,138247672,Coyoacan,House,Private room,1,475,1,1125,1,1,flexible,2,10
19651514,65060823,Miguel Hidalgo,Apartment,Private room,2,294,1,11,1,1,moderate,161,10
19655546,131960057,Benito Juarez,Loft,Entire home/apt,2,747,2,1125,1,1,moderate,60,10
19657673,24633698,Cuauhtemoc,Apartment,Private room,2,2718,2,15,1,1,moderate,4,10
19658158,130455546,Miguel Hidalgo,Apartment,Entire home/apt,2,1699,2,1125,1,1,flexible,2,10
19658259,106073609,Miguel Hidalgo,Apartment,Entire home/apt,5,906,3,30,2,3,moderate,53,10
19660318,39018009,Cuauhtemoc,Apartment,Private room,1,319,3,1125,1,1,strict_14_with_grace_period,2,10
19660407,122472108,Cuauhtemoc,Apartment,Private room,2,747,2,1125,1,1,flexible,1,10
19661480,83408110,Cuauhtemoc,Apartment,Entire home/apt,4,906,2,1125,1,2,strict_14_with_grace_period,10,8
19662054,130064594,Benito Juarez,Apartment,Private room,2,385,2,1125,1,1,strict_14_with_grace_period,31,10
19663565,93365325,Cuauhtemoc,Condominium,Entire home/apt,3,883,1,1125,1,2,moderate,108,10
19671288,138517793,Coyoacan,Apartment,Private room,1,296,6,45,1,1,flexible,3,10
19674056,85926438,Benito Juarez,Condominium,Entire home/apt,6,1132,2,15,2,3,flexible,55,10
19676185,138560157,Coyoacan,Apartment,Private room,1,181,3,30,1,1,flexible,45,10
19678390,43697264,Cuajimalpa de Morelos,Loft,Entire home/apt,3,1336,5,1125,1,1,strict_14_with_grace_period,27,10
19682701,125037579,Xochimilco,Apartment,Entire home/apt,5,672,2,60,2,2,moderate,44,10
19682986,138635365,Cuauhtemoc,Serviced apartment,Entire home/apt,2,543,15,90,1,1,flexible,28,10
19683933,45912862,Cuauhtemoc,Apartment,Entire home/apt,3,2242,2,120,1,1,flexible,36,10
19692157,138590711,Miguel Hidalgo,Apartment,Entire home/apt,4,4755,1,1125,2,3,strict_14_with_grace_period,11,10
19692507,138717023,Cuauhtemoc,Apartment,Entire home/apt,2,906,3,1125,1,1,moderate,3,10
19692799,17264717,Benito Juarez,Apartment,Entire home/apt,4,951,2,200,1,2,moderate,70,10
19694057,138732964,Cuauhtemoc,Apartment,Entire home/apt,2,860,2,1125,1,2,moderate,64,10
19694866,13537835,Benito Juarez,Apartment,Private room,2,498,5,15,1,1,flexible,0,
19695745,137405500,Coyoacan,House,Private room,2,249,2,20,1,1,strict_14_with_grace_period,2,8
19697874,97618349,Cuauhtemoc,Apartment,Entire home/apt,2,679,1,35,1,1,strict_14_with_grace_period,33,10
19698696,22626099,La Magdalena Contreras,House,Private room,1,1504,1,7,1,1,flexible,0,
19700294,20742315,Benito Juarez,Loft,Entire home/apt,2,883,3,1125,0,0,strict_14_with_grace_period,26,10
19701071,138804055,Iztacalco,Apartment,Entire home/apt,1,270,1,20,1,1,flexible,1,2
19701132,138802857,Azcapotzalco,Loft,Entire home/apt,2,430,2,1125,1,2,flexible,123,10
19702090,138768696,Coyoacan,House,Shared room,3,272,7,1125,1,3,strict_14_with_grace_period,0,
19702130,94919668,Venustiano Carranza,House,Private room,2,405,1,7,1,1,flexible,4,8
19702779,2745213,Cuauhtemoc,Apartment,Private room,2,684,2,14,1,1,flexible,2,
19702789,94919668,Venustiano Carranza,House,Private room,1,360,1,7,1,1,moderate,34,10
19703122,36138409,Benito Juarez,Loft,Entire home/apt,2,974,1,1125,1,1,flexible,6,10
19712408,48106570,Miguel Hidalgo,House,Private room,2,566,1,1125,1,1,flexible,191,10
19714443,20229575,Cuauhtemoc,Apartment,Entire home/apt,2,725,2,1125,1,1,strict_14_with_grace_period,179,10
19714983,87188504,Cuauhtemoc,Apartment,Entire home/apt,3,860,1,1125,2,2,strict_14_with_grace_period,44,10
19716234,138949900,Benito Juarez,Apartment,Private room,2,453,2,144,1,1,flexible,0,
19716449,138951946,Cuauhtemoc,Boutique hotel,Private room,2,4506,1,60,1,1,flexible,0,
19716571,24633698,Cuauhtemoc,Apartment,Entire home/apt,2,1925,2,1125,1,1,strict_14_with_grace_period,41,10
19717392,50935055,Cuauhtemoc,Apartment,Private room,2,294,1,10,1,1,flexible,14,9
19718472,132892494,Miguel Hidalgo,Apartment,Entire home/apt,4,2264,3,90,2,2,flexible,4,9
19719258,66746946,Benito Juarez,Apartment,Private room,1,251,2,1125,1,1,moderate,28,10
