CD_A,PER,ENT,CON,V_SEL,N_HOG,N_REN,EST_DIS,UPM_DIS,PAR,SEX,EDA,NAC_DIA,NAC_MES,NAC_ANIO,NIV,GRA,A_ESC,ELEGIDO,REELE,R_DEF,FACTOR,FAC18
"	08",1117,31,40018,5,1,"	01","	019","	00599",1,2,32,20,6,1985,4,2,,,,"	01",3184,
"	08",1117,31,40018,1,1,"	05","	019","	00599",3,1,15,11,1,2002,3,1,,,,"	01",3184,
"	08",1117,31,40018,1,1,"	04","	019","	00599",3,2,21,24,7,1996,3,3,,,,"	01",3184,
"	08",1117,31,40018,1,1,"	03","	019","	00599",3,1,24,2,10,1993,3,3,,,,"	01",3184,
"	08",1117,31,40018,1,1,"	02","	019","	00599",2,2,50,4,10,1967,2,6,,1,,"	01",3184,12736
"	08",1117,31,40018,1,1,"	01","	019","	00599",1,1,49,14,2,1968,3,3,,,,"	01",3184,
"	08",1117,31,40018,4,1,"	05","	019","	00599",3,2,17,2,11,2000,4,1,,,,"	01",3184,
"	08",1117,31,40018,4,1,"	04","	019","	00599",3,1,21,26,10,1996,3,3,,,,"	01",3184,
"	08",1117,31,40018,4,1,"	03","	019","	00599",3,1,25,23,12,1991,4,3,,,,"	01",3184,
"	08",1117,31,40018,1,1,"	09","	019","	00599",4,1,,14,7,2017,,,,,,"	01",3184,
"	08",1117,31,40018,4,1,"	01","	019","	00599",1,1,45,30,5,1972,3,1,,1,,"	01",3184,12736
"	08",1117,31,40018,2,1,"	01","	019","	00599",1,1,52,14,5,1965,7,5,3,1,,"	01",3184,12736
"	08",1117,31,40018,2,1,"	02","	019","	00599",2,2,52,12,12,1964,7,5,3,,,"	01",3184,
"	08",1117,31,40018,2,1,"	03","	019","	00599",3,1,28,10,6,1989,7,4,3,,,"	01",3184,
"	08",1117,31,40018,2,1,"	04","	019","	00599",3,2,24,12,5,1993,7,3,3,,,"	01",3184,
"	08",1117,31,40018,5,1,"	05","	019","	00599",3,1,6,23,6,2011,1,3,,,,"	01",3184,
"	08",1117,31,40046,3,1,"	01","	019","	00600",1,1,58,20,4,1959,7,4,3,1,,"	01",2420,2420
"	08",1117,31,40046,1,1,"	01","	019","	00600",1,2,28,20,4,1989,3,3,,1,,"	01",2420,4840
"	08",1117,31,40046,1,1,"	02","	019","	00600",4,1,30,15,3,1987,2,5,,,,"	01",2420,
"	08",1117,31,40046,1,1,"	03","	019","	00600",3,2,9,20,10,2008,2,3,,,,"	01",2420,
"	08",1117,31,40046,1,1,"	04","	019","	00600",3,1,6,20,9,2011,2,1,,,,"	01",2420,
"	08",1117,31,40046,2,1,"	01","	019","	00600",1,1,51,31,10,1966,3,3,,,,"	01",2420,
"	08",1117,31,40046,2,1,"	02","	019","	00600",2,2,40,2,9,1977,3,3,,1,,"	01",2420,4840
"	08",1117,31,40046,2,1,"	03","	019","	00600",3,1,17,19,4,2000,2,6,,,,"	01",2420,
"	08",1117,31,40054,1,1,"	03","	020","	00601",3,2,22,24,3,1995,7,4,3,,,"	01",3108,
"	08",1117,31,40054,1,1,"	02","	020","	00601",2,2,44,13,7,1973,3,3,,,,"	01",3108,
"	08",1117,31,40054,1,1,"	01","	020","	00601",1,1,50,3,12,1966,3,3,,1,,"	01",3108,9324
"	08",1117,31,40054,3,1,"	02","	020","	00601",2,2,48,2,12,1968,3,3,,1,,"	01",3108,15540
"	08",1117,31,40054,3,1,"	01","	020","	00601",1,1,55,29,3,1962,3,3,,,,"	01",3108,
"	08",1117,31,40054,5,1,"	05","	020","	00601",4,1,5,14,11,2012,1,2,,,,"	01",3108,
"	08",1117,31,40054,5,1,"	04","	020","	00601",4,2,28,8,7,1989,4,3,,,,"	01",3108,
"	08",1117,31,40054,5,1,"	03","	020","	00601",3,1,31,30,9,1986,4,3,,1,,"	01",3108,12432
"	08",1117,31,40054,5,1,"	02","	020","	00601",2,2,61,25,11,1955,2,3,,,,"	01",3108,
"	08",1117,31,40054,5,1,"	01","	020","	00601",1,1,69,16,8,1948,,,,,,"	01",3108,
"	08",1117,31,40054,3,1,"	05","	020","	00601",3,1,20,14,11,1997,4,3,,,,"	01",3108,
"	08",1117,31,40054,3,1,"	04","	020","	00601",3,2,24,20,10,1993,7,4,3,,,"	01",3108,
"	08",1117,31,40054,3,1,"	03","	020","	00601",3,2,27,8,11,1990,5,4,3,,,"	01",3108,
"	08",1117,31,40054,2,1,"	03","	020","	00601",3,1,14,16,12,2002,3,1,,,,"	01",3108,
"	08",1117,31,40054,2,1,"	02","	020","	00601",2,2,43,19,8,1974,3,3,,1,,"	01",3108,6216
"	08",1117,31,40054,2,1,"	01","	020","	00601",1,1,42,18,7,1975,6,3,2,,,"	01",3108,
"	08",1117,31,40054,1,1,"	04","	020","	00601",4,1,3,16,10,2014,,,,,,"	01",3108,
"	08",1117,31,40054,4,1,"	01","	020","	00601",1,1,39,18,3,1978,7,1,3,1,,"	01",3108,3108
"	08",1117,31,40077,3,1,"	01","	019","	00602",1,1,43,24,9,1974,10,3,5,,,"	01",3441,
"	08",1117,31,40077,3,1,"	02","	019","	00602",2,2,50,15,5,1967,9,2,4,,,"	01",3441,
"	08",1117,31,40077,3,1,"	03","	019","	00602",4,2,66,21,3,1951,10,3,5,1,,"	01",3441,13764
"	08",1117,31,40077,3,1,"	04","	019","	00602",4,1,39,19,7,1978,10,3,5,,,"	01",3441,
"	08",1117,31,40077,1,1,"	01","	019","	00602",1,1,25,28,8,1992,2,6,,1,,"	01",3441,6882
"	08",1117,31,40077,1,1,"	02","	019","	00602",2,2,25,15,12,1991,3,3,,,,"	01",3441,
"	08",1117,31,40077,1,1,"	03","	019","	00602",3,1,2,23,12,2014,,,,,,"	01",3441,
"	08",1117,31,40077,5,1,"	01","	019","	00602",1,1,58,22,12,1958,2,2,,,,"	01",3441,
"	08",1117,31,40077,5,1,"	02","	019","	00602",2,2,58,14,12,1958,,,,1,,"	01",3441,17205
"	08",1117,31,40077,5,1,"	03","	019","	00602",3,2,27,8,11,1990,4,3,,,,"	01",3441,
"	08",1117,31,40077,5,1,"	04","	019","	00602",4,1,8,16,8,2009,2,2,,,,"	01",3441,
"	08",1117,31,40077,5,1,"	05","	019","	00602",4,1,27,28,4,1990,4,3,,,,"	01",3441,
"	08",1117,31,40077,5,1,"	06","	019","	00602",3,1,23,7,12,1993,4,3,,,,"	01",3441,
"	08",1117,31,40077,2,1,"	01","	019","	00602",1,1,47,7,9,1970,7,4,3,,,"	01",3441,
"	08",1117,31,40077,2,1,"	02","	019","	00602",2,2,42,5,6,1975,7,5,3,,,"	01",3441,
"	08",1117,31,40077,2,1,"	03","	019","	00602",3,2,20,7,9,1997,7,2,3,1,,"	01",3441,17205
"	08",1117,31,40077,2,1,"	04","	019","	00602",3,2,17,7,12,1999,4,2,,,,"	01",3441,
"	08",1117,31,40077,2,1,"	05","	019","	00602",3,1,15,1,6,2002,3,3,,,,"	01",3441,
"	08",1117,31,40077,2,1,"	06","	019","	00602",3,1,5,23,6,2012,1,2,,,,"	01",3441,
"	08",1117,31,40077,2,1,"	07","	019","	00602",4,2,97,5,12,1919,2,1,,,1,"	01",3441,
"	08",1117,31,40077,2,1,"	08","	019","	00602",4,2,67,29,11,1949,3,3,,,,"	01",3441,
"	08",1117,31,40077,4,1,"	01","	019","	00602",1,2,33,12,12,1983,3,3,,1,,"	01",3441,3441
"	08",1117,31,40077,4,1,"	02","	019","	00602",3,2,17,4,6,2000,4,2,,,,"	01",3441,
"	08",1117,31,40077,4,1,"	03","	019","	00602",3,2,9,28,3,2008,2,3,,,,"	01",3441,
"	08",1117,31,40084,2,1,"	01","	019","	00603",1,1,33,3,2,1984,4,2,,,,"	01",3521,
"	08",1117,31,40084,2,1,"	02","	019","	00603",2,2,30,17,10,1987,4,1,,1,,"	01",3521,7042
"	08",1117,31,40084,5,1,"	05","	019","	00603",3,2,12,2,5,2005,2,4,,,,"	01",3521,
"	08",1117,31,40084,5,1,"	04","	019","	00603",3,2,14,14,9,2003,3,2,,,,"	01",3521,
"	08",1117,31,40084,5,1,"	03","	019","	00603",3,1,17,25,11,1999,3,3,,,,"	01",3521,
"	08",1117,31,40084,5,1,"	02","	019","	00603",2,2,41,2,2,1976,2,6,,1,,"	01",3521,7042
"	08",1117,31,40084,5,1,"	01","	019","	00603",1,1,53,1,8,1964,2,6,,,,"	01",3521,
"	08",1117,31,40084,4,1,"	09","	019","	00603",4,2,1,21,8,2016,,,,,,"	01",3521,
"	08",1117,31,40084,4,1,"	08","	019","	00603",3,1,3,18,8,2014,,,,,,"	01",3521,
"	08",1117,31,40084,4,1,"	07","	019","	00603",3,1,12,9,9,2005,2,4,,,,"	01",3521,
"	08",1117,31,40084,2,1,"	03","	019","	00603",3,2,9,17,5,2008,2,3,,,,"	01",3521,
"	08",1117,31,40084,2,1,"	04","	019","	00603",3,2,7,8,3,2010,2,1,,,,"	01",3521,
"	08",1117,31,40084,2,1,"	05","	019","	00603",3,2,4,18,12,2012,,,,,,"	01",3521,
"	08",1117,31,40084,3,1,"	01","	019","	00603",1,2,44,15,9,1973,2,6,,1,,"	01",3521,10563
"	08",1117,31,40084,3,1,"	02","	019","	00603",3,1,23,17,6,1994,2,6,,,,"	01",3521,
"	08",1117,31,40084,3,1,"	03","	019","	00603",3,1,18,9,5,1999,4,1,,,,"	01",3521,
"	08",1117,31,40084,3,1,"	04","	019","	00603",4,2,17,25,2,2000,3,3,,,,"	01",3521,
"	08",1117,31,40084,3,1,"	05","	019","	00603",3,2,16,17,6,2001,3,2,,,,"	01",3521,
"	08",1117,31,40084,3,1,"	06","	019","	00603",3,2,14,20,7,2003,2,6,,,,"	01",3521,
"	08",1117,31,40084,3,1,"	07","	019","	00603",3,1,13,3,9,2004,2,6,,,,"	01",3521,
"	08",1117,31,40084,3,1,"	08","	019","	00603",4,2,,4,3,2017,,,,,,"	01",3521,
"	08",1117,31,40084,1,1,"	01","	019","	00603",1,1,41,22,9,1976,3,3,,,,"	01",3521,
"	08",1117,31,40084,1,1,"	02","	019","	00603",2,2,41,4,10,1976,3,3,,,,"	01",3521,
"	08",1117,31,40084,1,1,"	03","	019","	00603",3,2,23,28,12,1993,7,4,3,1,,"	01",3521,14084
"	08",1117,31,40084,1,1,"	04","	019","	00603",3,1,20,13,7,1997,3,3,,,,"	01",3521,
"	08",1117,31,40084,1,1,"	05","	019","	00603",3,1,17,4,6,2000,4,1,,,,"	01",3521,
"	08",1117,31,40084,4,1,"	01","	019","	00603",1,2,40,29,4,1977,3,3,,,,"	01",3521,
"	08",1117,31,40084,4,1,"	02","	019","	00603",2,1,42,1,12,1974,4,1,,,,"	01",3521,
"	08",1117,31,40084,4,1,"	03","	019","	00603",4,2,67,3,9,1950,,,,,,"	01",3521,
"	08",1117,31,40084,4,1,"	04","	019","	00603",3,1,21,2,12,1995,3,3,,1,,"	01",3521,17605
"	08",1117,31,40084,4,1,"	05","	019","	00603",3,1,18,21,10,1999,3,2,,,,"	01",3521,
"	08",1117,31,40084,4,1,"	06","	019","	00603",4,2,15,9,7,2002,3,1,,,,"	01",3521,
"	08",1117,31,40092,1,1,"	02","	020","	00604",5,2,50,10,5,1967,2,4,,,,"	01",2044,
"	08",1117,31,40092,1,1,"	01","	020","	00604",1,1,71,9,11,1946,9,2,4,1,,"	01",2044,4088
"	08",1117,31,40092,4,1,"	02","	020","	00604",2,2,52,7,11,1965,7,3,3,,,"	01",2044,
"	08",1117,31,40092,4,1,"	01","	020","	00604",1,1,60,13,11,1956,9,2,4,1,,"	01",2044,4088
"	08",1117,31,40092,4,1,"	03","	020","	00604",3,1,11,21,4,2006,2,5,,,,"	01",2044,
"	08",1117,31,40092,3,1,"	02","	020","	00604",2,2,55,11,9,1962,7,5,3,,,"	01",2044,
"	08",1117,31,40092,3,1,"	01","	020","	00604",1,1,58,2,6,1959,9,2,4,,,"	01",2044,
"	08",1117,31,40092,2,1,"	01","	020","	00604",1,2,79,11,4,1938,7,3,3,1,,"	01",2044,2044
"	08",1117,31,40092,3,1,"	03","	020","	00604",3,1,33,23,6,1984,9,2,4,1,,"	01",2044,6132
"	08",1117,31,40111,2,1,"	01","	020","	00605",1,1,31,20,7,1986,7,6,3,1,,"	01",3242,3242
"	08",1117,31,40111,1,1,"	05","	020","	00605",4,2,6,1,2,2011,1,3,,,,"	01",3242,
"	08",1117,31,40111,1,1,"	04","	020","	00605",4,2,8,22,2,2009,2,2,,,,"	01",3242,
"	08",1117,31,40111,1,1,"	03","	020","	00605",3,2,27,19,3,1990,4,3,,1,,"	01",3242,9726
"	08",1117,31,40111,1,1,"	02","	020","	00605",2,2,57,3,4,1960,2,2,,,,"	01",3242,
"	08",1117,31,40111,3,1,"	02","	020","	00605",3,2,6,24,5,2011,1,3,,,,"	01",3242,
"	08",1117,31,40111,4,1,"	03","	020","	00605",3,2,2,19,9,2015,,,,,,"	01",3242,
"	08",1117,31,40111,3,1,"	01","	020","	00605",1,2,24,21,12,1992,7,3,3,1,,"	01",3242,3242
"	08",1117,31,40111,4,1,"	02","	020","	00605",2,2,37,19,9,1980,7,5,3,,,"	01",3242,
"	08",1117,31,40111,4,1,"	01","	020","	00605",1,1,32,13,11,1985,7,5,3,1,,"	01",3242,6484
"	08",1117,31,40111,1,1,"	01","	020","	00605",1,1,61,18,10,1956,4,3,,,,"	01",3242,
"	08",1117,31,40148,1,1,"	02","	021","	00606",2,2,41,20,4,1976,9,3,4,1,,"	01",3147,6294
"	08",1117,31,40148,1,1,"	01","	021","	00606",1,1,32,5,4,1985,4,3,,,,"	01",3147,
"	08",1117,31,40148,3,1,"	01","	021","	00606",1,2,41,27,12,1975,4,3,,1,,"	01",3147,3147
"	08",1117,31,40148,4,1,"	06","	021","	00606",3,2,,10,4,2017,,,,,,"	01",3147,
"	08",1117,31,40148,4,1,"	05","	021","	00606",3,2,3,28,1,2014,,,,,,"	01",3147,
"	08",1117,31,40148,4,1,"	04","	021","	00606",3,2,8,28,11,2008,2,3,,,,"	01",3147,
"	08",1117,31,40148,4,1,"	03","	021","	00606",4,2,61,18,1,1956,3,3,,,,"	01",3147,
"	08",1117,31,40148,4,1,"	01","	021","	00606",1,1,41,20,11,1975,7,5,3,1,,"	01",3147,9441
"	08",1117,31,40148,4,1,"	02","	021","	00606",2,2,37,20,9,1980,7,5,3,,,"	01",3147,
"	08",1117,31,40148,5,1,"	02","	021","	00606",2,2,45,4,3,1972,4,3,,1,,"	01",3147,6294
"	08",1117,31,40148,5,1,"	01","	021","	00606",1,1,54,12,11,1963,2,3,,,,"	01",3147,
"	08",1117,31,40196,1,1,"	04","	020","	00607",3,2,27,13,4,1990,4,3,,,,"	01",2959,
"	08",1117,31,40196,1,1,"	01","	020","	00607",1,1,64,12,12,1952,3,3,,,,"	01",2959,
"	08",1117,31,40196,2,1,"	01","	020","	00607",1,2,75,26,8,1942,,,,1,,"	01",2959,11836
"	08",1117,31,40196,2,1,"	02","	020","	00607",3,2,43,3,11,1974,3,3,,,,"	01",2959,
"	08",1117,31,40196,2,1,"	03","	020","	00607",4,1,38,24,7,1979,4,2,,,,"	01",2959,
"	08",1117,31,40196,2,1,"	04","	020","	00607",4,1,19,13,3,1998,4,1,,,,"	01",2959,
"	08",1117,31,40196,4,1,"	01","	020","	00607",1,2,80,21,12,1936,,,,1,,"	01",2959,2959
"	08",1117,31,40196,3,1,"	02","	020","	00607",3,1,17,26,7,2000,4,2,,,,"	01",2959,
"	08",1117,31,40196,3,1,"	01","	020","	00607",1,2,42,15,9,1975,6,3,3,1,,"	01",2959,2959
"	08",1117,31,40196,3,1,"	04","	020","	00607",3,2,9,11,9,2008,2,3,,,,"	01",2959,
"	08",1117,31,40196,3,1,"	03","	020","	00607",3,2,13,26,2,2004,3,1,,,,"	01",2959,
"	08",1117,31,40196,5,1,"	01","	020","	00607",1,1,51,14,2,1966,6,3,2,,,"	01",2959,
"	08",1117,31,40196,5,1,"	02","	020","	00607",2,2,34,7,1,1983,4,3,,1,,"	01",2959,5918
"	08",1117,31,40196,5,1,"	03","	020","	00607",3,1,15,7,8,2002,3,3,,,,"	01",2959,
"	08",1117,31,40196,5,1,"	04","	020","	00607",3,1,14,7,8,2003,3,2,,,,"	01",2959,
"	08",1117,31,40196,5,1,"	05","	020","	00607",3,1,7,23,2,2010,2,1,,,,"	01",2959,
"	08",1117,31,40196,1,1,"	03","	020","	00607",3,1,39,7,4,1978,7,3,3,1,,"	01",2959,11836
"	08",1117,31,40196,1,1,"	02","	020","	00607",2,2,65,12,3,1952,4,2,,,,"	01",2959,
"	08",1117,31,40196,1,1,"	05","	020","	00607",4,1,7,3,7,2010,2,1,,,,"	01",2959,
"	08",1117,31,40256,5,1,"	03","	019","	00608",3,2,22,24,10,1995,7,3,3,1,,"	01",2707,10828
"	08",1117,31,40256,5,1,"	02","	019","	00608",2,2,48,11,7,1969,4,2,,,,"	01",2707,
"	08",1117,31,40256,5,1,"	01","	019","	00608",1,1,49,12,3,1968,3,2,,,,"	01",2707,
"	08",1117,31,40256,1,1,"	02","	019","	00608",2,2,63,14,11,1954,2,6,,,,"	01",2707,
"	08",1117,31,40256,1,1,"	01","	019","	00608",1,1,71,18,8,1946,5,3,2,1,,"	01",2707,5414
"	08",1117,31,40256,4,1,"	03","	019","	00608",3,2,2,10,11,2015,,,,,,"	01",2707,
"	08",1117,31,40256,5,1,"	04","	019","	00608",3,1,18,6,7,1999,4,3,,,,"	01",2707,
"	08",1117,31,40256,4,1,"	01","	019","	00608",1,1,31,26,12,1985,4,3,,1,,"	01",2707,5414
"	08",1117,31,40256,2,1,"	02","	019","	00608",2,2,40,4,11,1977,3,3,,1,,"	01",2707,5414
"	08",1117,31,40256,2,1,"	01","	019","	00608",1,1,33,2,11,1984,4,3,,,,"	01",2707,
"	08",1117,31,40256,4,1,"	04","	019","	00608",3,2,8,17,9,2009,2,2,,,,"	01",2707,
"	08",1117,31,40256,5,1,"	05","	019","	00608",3,1,15,23,12,2001,3,3,,,,"	01",2707,
"	08",1117,31,40256,4,1,"	02","	019","	00608",2,2,30,16,8,1987,7,4,3,,,"	01",2707,
"	08",1117,31,40280,4,1,"	01","	020","	00609",1,1,76,15,11,1941,2,3,,1,,"	01",2878,2878
"	08",1117,31,40280,2,1,"	06","	020","	00609",4,1,78,23,3,1939,7,4,3,,,"	03",,
"	08",1117,31,40280,2,1,"	01","	020","	00609",1,1,50,8,12,1966,7,5,3,1,,"	03",,
"	08",1117,31,40280,2,1,"	02","	020","	00609",2,2,47,23,3,1970,7,4,3,,,"	03",,
"	08",1117,31,40280,2,1,"	03","	020","	00609",3,2,13,25,3,2004,2,6,,,,"	03",,
"	08",1117,31,40280,2,1,"	04","	020","	00609",3,2,10,27,1,2007,2,2,,,,"	03",,
"	08",1117,31,40280,1,1,"	06","	020","	00609",4,2,5,6,7,2012,1,2,,,,"	01",2878,
"	08",1117,31,40280,1,1,"	05","	020","	00609",3,2,9,21,2,2008,2,3,,,,"	01",2878,
"	08",1117,31,40280,1,1,"	04","	020","	00609",2,1,36,17,5,1981,7,4,3,,,"	01",2878,
"	08",1117,31,40280,1,1,"	03","	020","	00609",4,1,84,15,10,1933,2,2,,,,"	01",2878,
"	08",1117,31,40280,1,1,"	02","	020","	00609",4,2,37,3,11,1980,3,3,,,,"	01",2878,
"	08",1117,31,40280,1,1,"	01","	020","	00609",1,2,41,24,2,1976,6,4,2,1,,"	01",2878,11512
"	08",1117,31,40280,3,1,"	01","	020","	00609",1,1,69,29,12,1947,7,5,3,1,,"	01",2878,2878
"	08",1117,31,40280,5,1,"	06","	020","	00609",3,1,18,9,4,1999,4,2,,,,"	01",2878,
"	08",1117,31,40280,5,1,"	05","	020","	00609",3,2,21,23,6,1996,7,1,3,,,"	01",2878,
"	08",1117,31,40280,5,1,"	04","	020","	00609",3,1,22,2,1,1995,4,3,,,,"	01",2878,
"	08",1117,31,40280,5,1,"	03","	020","	00609",3,2,24,17,2,1993,7,5,3,1,,"	01",2878,17268
"	08",1117,31,40280,2,1,"	05","	020","	00609",4,2,75,10,1,1942,4,3,,,,"	03",,
"	08",1117,31,40280,5,1,"	01","	020","	00609",1,1,51,16,11,1966,9,2,4,,,"	01",2878,
"	08",1117,31,40280,5,1,"	02","	020","	00609",2,2,45,2,4,1972,4,3,,,,"	01",2878,
"	08",1117,31,40285,2,1,"	01","	021","	00610",1,1,75,1,9,1942,7,4,3,1,,"	01",3688,11064
"	08",1117,31,40285,2,1,"	02","	021","	00610",2,2,72,26,11,1944,6,2,2,,,"	01",3688,
"	08",1117,31,40285,2,1,"	03","	021","	00610",5,1,26,1,11,1991,3,2,,,,"	01",3688,
"	08",1117,31,40285,3,1,"	01","	021","	00610",1,1,58,7,5,1959,7,4,3,,,"	01",3688,
"	08",1117,31,40285,3,1,"	02","	021","	00610",2,2,59,29,4,1958,7,4,3,1,,"	01",3688,18440
"	08",1117,31,40285,3,1,"	03","	021","	00610",3,2,25,16,3,1992,7,4,3,,1,"	01",3688,
"	08",1117,31,40285,3,1,"	04","	021","	00610",4,1,84,11,5,1933,4,3,,,,"	01",3688,
"	08",1117,31,40285,3,1,"	05","	021","	00610",5,2,47,15,8,1970,,,,,,"	01",3688,
"	08",1117,31,40285,5,1,"	01","	021","	00610",1,1,57,7,5,1960,7,4,3,,,"	01",3688,
"	08",1117,31,40285,5,1,"	02","	021","	00610",2,2,54,20,9,1963,7,4,3,1,,"	01",3688,7376
"	08",1117,31,40285,1,1,"	01","	021","	00610",1,1,76,3,6,1941,8,2,4,,,"	03",,
"	08",1117,31,40285,1,1,"	02","	021","	00610",2,2,73,14,11,1944,4,3,,,,"	03",,
"	08",1117,31,40285,1,1,"	03","	021","	00610",3,2,47,9,10,1970,8,2,4,1,,"	03",,
"	08",1117,31,40287,5,1,"	01","	019","	00611",1,2,56,12,3,1961,2,2,,1,,"	01",3511,7022
"	08",1117,31,40287,5,1,"	02","	019","	00611",3,1,22,16,4,1995,2,3,,,,"	01",3511,
"	08",1117,31,40287,5,1,"	03","	019","	00611",7,2,16,7,11,2001,,,,,,"	01",3511,
"	08",1117,31,40287,3,1,"	01","	019","	00611",1,2,87,30,6,1930,2,3,,,1,"	01",3511,
"	08",1117,31,40287,3,1,"	02","	019","	00611",3,1,55,31,8,1962,3,3,,1,,"	01",3511,10533
"	08",1117,31,40287,4,1,"	01","	019","	00611",1,2,60,17,7,1957,2,6,,1,,"	01",3511,3511
"	08",1117,31,40287,2,1,"	01","	019","	00611",1,1,59,16,1,1958,5,2,2,1,,"	01",3511,10533
"	08",1117,31,40287,2,1,"	02","	019","	00611",2,2,58,19,5,1959,6,1,2,,,"	01",3511,
"	08",1117,31,40287,2,1,"	03","	019","	00611",4,2,19,22,4,1998,4,3,,,,"	01",3511,
"	08",1117,31,40287,1,1,"	01","	019","	00611",1,2,58,16,3,1959,,,,1,,"	01",3511,3511
"	08",1117,31,40287,3,1,"	03","	019","	00611",4,2,54,11,1,1963,3,3,,,,"	01",3511,
"	08",1117,31,40314,2,1,"	05","	019","	00612",4,1,9,6,6,2008,2,3,,,,"	01",3050,
"	08",1117,31,40314,1,1,"	05","	019","	00612",4,1,2,28,1,2015,,,,,,"	01",3050,
"	08",1117,31,40314,1,1,"	04","	019","	00612",3,1,17,17,8,2000,3,3,,,,"	01",3050,
"	08",1117,31,40314,1,1,"	03","	019","	00612",3,2,20,10,8,1997,3,3,,1,,"	01",3050,9150
"	08",1117,31,40314,1,1,"	02","	019","	00612",2,1,49,25,10,1968,2,6,,,,"	01",3050,
"	08",1117,31,40314,1,1,"	01","	019","	00612",1,2,40,29,6,1977,2,6,,,,"	01",3050,
"	08",1117,31,40314,4,1,"	04","	019","	00612",3,1,10,10,2,2007,2,4,,,,"	01",3050,
"	08",1117,31,40314,4,1,"	03","	019","	00612",3,2,11,26,2,2006,2,5,,,,"	01",3050,
"	08",1117,31,40314,4,1,"	02","	019","	00612",2,2,37,9,4,1980,3,3,,1,,"	01",3050,6100
"	08",1117,31,40314,4,1,"	01","	019","	00612",1,1,45,22,9,1972,4,3,,,,"	01",3050,
"	08",1117,31,40314,3,1,"	03","	019","	00612",3,1,36,23,4,1981,4,3,,1,,"	01",3050,9150
"	08",1117,31,40314,3,1,"	02","	019","	00612",3,2,49,11,4,1968,6,2,2,,,"	01",3050,
"	08",1117,31,40314,3,1,"	01","	019","	00612",1,1,78,23,11,1939,,,,,,"	01",3050,
"	08",1117,31,40314,5,1,"	05","	019","	00612",4,2,1,27,2,2016,,,,,,"	01",3050,
"	08",1117,31,40314,5,1,"	04","	019","	00612",3,2,26,6,8,1991,6,3,3,,,"	01",3050,
"	08",1117,31,40314,5,1,"	03","	019","	00612",4,1,30,20,11,1987,6,3,2,1,,"	01",3050,12200
"	08",1117,31,40314,5,1,"	02","	019","	00612",2,1,67,4,8,1950,2,3,,,,"	01",3050,
"	08",1117,31,40314,5,1,"	01","	019","	00612",1,2,59,9,11,1958,3,1,,,,"	01",3050,
"	08",1117,31,40314,2,1,"	04","	019","	00612",4,2,11,20,9,2006,2,4,,,,"	01",3050,
"	08",1117,31,40314,2,1,"	01","	019","	00612",1,2,53,15,1,1964,2,3,,1,,"	01",3050,9150
"	08",1117,31,40314,2,1,"	02","	019","	00612",3,2,32,19,11,1985,3,3,,,,"	01",3050,
"	08",1117,31,40314,2,1,"	03","	019","	00612",7,1,68,13,9,1949,2,6,,,,"	01",3050,
"	08",1117,31,40315,1,1,"	04","	019","	00613",3,2,2,4,3,2015,,,,,,"	01",3521,
"	08",1117,31,40315,4,1,"	03","	019","	00613",3,1,7,7,11,2010,2,1,,,,"	01",3521,
"	08",1117,31,40315,1,1,"	02","	019","	00613",2,2,31,8,7,1986,7,3,3,1,,"	01",3521,7042
"	08",1117,31,40315,1,1,"	01","	019","	00613",1,1,26,22,11,1991,4,3,,,,"	01",3521,
"	08",1117,31,40315,4,1,"	02","	019","	00613",2,2,29,20,12,1987,3,3,,,,"	01",3521,
"	08",1117,31,40315,3,1,"	03","	019","	00613",3,1,18,27,6,1999,4,3,,1,,"	01",3521,10563
"	08",1117,31,40315,3,1,"	02","	019","	00613",2,2,48,27,6,1969,6,3,2,,,"	01",3521,
"	08",1117,31,40315,3,1,"	01","	019","	00613",1,1,54,12,6,1963,4,3,,,,"	01",3521,
"	08",1117,31,40315,4,1,"	01","	019","	00613",1,1,30,10,8,1987,3,3,,1,,"	01",3521,7042
"	08",1117,31,40315,5,1,"	04","	019","	00613",3,1,12,2,6,2005,2,6,,,,"	01",3521,
"	08",1117,31,40315,5,1,"	03","	019","	00613",3,1,17,6,10,2000,4,1,,,,"	01",3521,
"	08",1117,31,40315,5,1,"	02","	019","	00613",3,1,19,27,1,1998,3,3,,1,,"	01",3521,7042
"	08",1117,31,40315,5,1,"	01","	019","	00613",1,2,53,7,9,1964,2,6,,,,"	01",3521,
"	08",1117,31,40315,2,1,"	05","	019","	00613",4,1,,12,1,2017,,,,,,"	01",3521,
"	08",1117,31,40315,2,1,"	04","	019","	00613",4,2,3,29,5,2014,,,,,,"	01",3521,
"	08",1117,31,40315,2,1,"	03","	019","	00613",3,2,16,5,12,2000,3,3,,,,"	01",3521,
"	08",1117,31,40315,2,1,"	02","	019","	00613",3,2,21,18,9,1996,4,1,,,,"	01",3521,
"	08",1117,31,40315,2,1,"	01","	019","	00613",1,2,46,7,8,1971,3,3,,1,,"	01",3521,7042
"	08",1117,31,40315,1,1,"	03","	019","	00613",3,1,8,24,11,2009,2,2,,,,"	01",3521,
"	08",1117,31,40346,1,1,"	01","	021","	00614",1,2,73,27,2,1944,10,2,5,1,,"	01",3853,3853
"	08",1117,31,40346,4,1,"	01","	021","	00614",1,1,24,12,2,1993,7,4,3,1,,"	01",3853,3853
