CD_A,PER,ENT,CON,V_SEL,N_HOG,N_REN,EST_DIS,UPM_DIS,PAR,SEX,EDA,NAC_DIA,NAC_MES,NAC_ANIO,NIV,GRA,A_ESC,ELEGIDO,REELE,R_DEF,FACTOR,FAC18
41,1117,23,40177,1,1,"	01","	091","	00445",1,1,26,9,11,1991,7,6,3,1,,"	01",3222,6444
41,1117,23,40177,2,1,"	03","	091","	00445",3,1,5,2,3,2012,1,2,,,,"	01",3222,
41,1117,23,40177,2,1,"	02","	091","	00445",3,1,12,1,8,2005,3,3,,,,"	01",3222,
41,1117,23,40177,2,1,"	01","	091","	00445",1,2,40,9,3,1977,4,3,,1,,"	01",3222,3222
41,1117,23,40177,1,1,"	02","	091","	00445",7,1,34,12,11,1983,7,4,3,,,"	01",3222,
41,1117,23,40177,3,1,"	01","	091","	00445",1,1,31,18,7,1986,9,2,4,1,,"	01",3222,3222
41,1117,23,40177,4,1,"	01","	091","	00445",1,2,40,13,8,1977,7,3,3,1,,"	01",3222,3222
41,1117,23,40182,2,1,"	03","	090","	00446",3,2,24,7,4,1993,7,4,3,,,"	01",2349,
41,1117,23,40182,2,1,"	02","	090","	00446",2,2,53,28,6,1964,,,,1,,"	01",2349,9396
41,1117,23,40182,1,1,"	01","	090","	00446",1,1,25,14,12,1991,3,3,,1,,"	01",2349,2349
41,1117,23,40182,5,1,"	01","	090","	00446",1,1,32,15,3,1985,4,3,,1,,"	01",2349,4698
41,1117,23,40182,5,1,"	02","	090","	00446",2,2,27,15,2,1990,4,3,,,,"	01",2349,
41,1117,23,40182,2,1,"	04","	090","	00446",3,1,18,22,6,1999,4,3,,,,"	01",2349,
41,1117,23,40182,4,1,"	03","	090","	00446",3,1,9,20,11,2007,2,4,,,,"	01",2349,
41,1117,23,40182,3,1,"	01","	090","	00446",1,1,28,17,10,1989,3,3,,1,,"	01",2349,7047
41,1117,23,40182,3,1,"	02","	090","	00446",2,2,28,27,6,1989,3,3,,,,"	01",2349,
41,1117,23,40182,3,1,"	03","	090","	00446",3,1,2,20,9,2015,,,,,,"	01",2349,
41,1117,23,40182,3,1,"	04","	090","	00446",7,1,19,11,12,1997,3,3,,,,"	01",2349,
41,1117,23,40182,2,1,"	01","	090","	00446",1,1,65,2,5,1952,,,,,,"	01",2349,
41,1117,23,40182,4,1,"	02","	090","	00446",3,2,12,18,2,2005,2,6,,,,"	01",2349,
41,1117,23,40182,4,1,"	01","	090","	00446",1,2,31,12,5,1986,4,3,,1,,"	01",2349,2349
41,1117,23,40194,5,1,"	05","	090","	00447",3,1,3,11,11,2014,,,,,,"	01",2186,
41,1117,23,40194,5,1,"	04","	090","	00447",3,2,6,6,11,2011,1,3,,,,"	01",2186,
41,1117,23,40194,5,1,"	03","	090","	00447",3,2,8,20,1,2009,2,2,,,,"	01",2186,
41,1117,23,40194,5,1,"	02","	090","	00447",2,2,27,20,8,1990,3,3,,,,"	01",2186,
41,1117,23,40194,5,1,"	01","	090","	00447",1,1,34,27,6,1983,4,1,,1,,"	01",2186,4372
41,1117,23,40194,1,1,"	07","	090","	00447",7,2,39,24,12,1977,3,3,,,,"	01",2186,
41,1117,23,40194,1,1,"	06","	090","	00447",3,2,10,9,11,2007,2,3,,,,"	01",2186,
41,1117,23,40194,1,1,"	05","	090","	00447",3,1,12,10,5,2005,3,1,,,,"	01",2186,
41,1117,23,40194,1,1,"	04","	090","	00447",3,1,15,12,5,2002,3,3,,,,"	01",2186,
41,1117,23,40194,1,1,"	03","	090","	00447",3,1,24,28,9,1993,3,3,,,1,"	01",2186,
41,1117,23,40194,1,1,"	02","	090","	00447",2,2,43,16,5,1974,3,3,,1,,"	01",2186,8744
41,1117,23,40194,1,1,"	01","	090","	00447",1,1,49,3,5,1968,3,3,,,,"	01",2186,
41,1117,23,40194,3,1,"	01","	090","	00447",1,2,32,24,4,1985,4,3,,1,,"	01",2186,2186
41,1117,23,40194,2,1,"	03","	090","	00447",3,1,29,5,2,1988,3,3,,,1,"	01",2186,
41,1117,23,40194,2,1,"	01","	090","	00447",1,2,48,17,1,1969,3,2,,,,"	01",2186,
41,1117,23,40194,2,1,"	02","	090","	00447",3,1,26,11,1,1991,3,3,,1,,"	01",2186,6558
41,1117,23,40200,4,1,"	04","	090","	00448",3,1,5,7,8,2012,1,2,,,,"	01",2845,
41,1117,23,40200,5,1,"	04","	090","	00448",7,1,24,20,1,1993,7,2,3,,,"	01",2845,
41,1117,23,40200,3,1,"	01","	090","	00448",1,2,42,23,11,1975,6,3,2,,,"	01",2845,
41,1117,23,40200,3,1,"	02","	090","	00448",2,1,45,23,11,1972,6,3,2,1,,"	01",2845,5690
41,1117,23,40200,3,1,"	03","	090","	00448",3,2,12,4,8,2005,2,6,,,,"	01",2845,
41,1117,23,40200,3,1,"	04","	090","	00448",3,1,10,23,11,2007,2,4,,,,"	01",2845,
41,1117,23,40200,1,1,"	01","	090","	00448",1,1,48,14,11,1969,3,3,,,,"	01",2845,
41,1117,23,40200,1,1,"	02","	090","	00448",3,2,24,24,12,1992,7,5,3,,,"	01",2845,
41,1117,23,40200,1,1,"	03","	090","	00448",7,1,24,19,4,1993,3,3,,,,"	01",2845,
41,1117,23,40200,1,1,"	04","	090","	00448",2,2,47,5,7,1970,3,3,,1,,"	01",2845,14225
41,1117,23,40200,1,1,"	05","	090","	00448",3,1,20,4,10,1997,4,3,,,,"	01",2845,
41,1117,23,40200,1,1,"	06","	090","	00448",4,1,,27,2,2017,,,,,,"	01",2845,
41,1117,23,40200,4,1,"	01","	090","	00448",1,1,27,30,8,1990,4,3,,,,"	01",2845,
41,1117,23,40200,4,1,"	02","	090","	00448",2,2,26,14,11,1991,4,3,,1,,"	01",2845,5690
41,1117,23,40200,4,1,"	03","	090","	00448",3,1,7,4,1,2010,2,1,,,,"	01",2845,
41,1117,23,40200,2,1,"	01","	090","	00448",1,1,32,8,7,1985,3,3,,1,,"	01",2845,2845
41,1117,23,40200,5,1,"	01","	090","	00448",1,1,53,20,2,1964,4,3,,,1,"	01",2845,
41,1117,23,40200,5,1,"	02","	090","	00448",2,2,52,13,6,1965,5,4,2,1,,"	01",2845,11380
41,1117,23,40200,5,1,"	03","	090","	00448",3,2,21,20,2,1996,7,1,3,,,"	01",2845,
41,1117,23,40220,3,1,"	01","	090","	00449",1,1,19,26,6,1998,4,3,,1,,"	01",2214,2214
41,1117,23,40220,1,1,"	01","	090","	00449",1,1,58,19,6,1959,3,3,,1,,"	01",2214,6642
41,1117,23,40220,1,1,"	03","	090","	00449",3,1,22,17,1,1995,3,3,,,,"	01",2214,
41,1117,23,40220,2,1,"	01","	090","	00449",1,1,32,9,3,1985,3,3,,,,"	01",2214,
41,1117,23,40220,2,1,"	02","	090","	00449",4,2,17,7,4,2000,3,3,,,,"	01",2214,
41,1117,23,40220,2,1,"	03","	090","	00449",2,2,31,1,8,1986,4,3,,1,,"	01",2214,4428
41,1117,23,40220,2,1,"	04","	090","	00449",4,1,16,3,5,2001,4,1,,,,"	01",2214,
41,1117,23,40220,2,1,"	05","	090","	00449",3,1,1,28,6,2016,,,,,,"	01",2214,
41,1117,23,40220,2,1,"	06","	090","	00449",4,2,,9,10,2017,,,,,,"	01",2214,
41,1117,23,40220,4,1,"	01","	090","	00449",1,2,35,13,1,1982,4,3,,1,,"	01",2214,2214
41,1117,23,40220,4,1,"	02","	090","	00449",3,1,12,4,11,2005,2,6,,,,"	01",2214,
41,1117,23,40220,4,1,"	03","	090","	00449",3,2,10,15,8,2007,2,4,,,,"	01",2214,
41,1117,23,40220,4,1,"	04","	090","	00449",3,2,4,6,11,2013,,,,,,"	01",2214,
41,1117,23,40220,5,1,"	01","	090","	00449",1,1,30,2,2,1987,3,3,,,,"	01",2214,
41,1117,23,40220,5,1,"	02","	090","	00449",2,2,30,10,3,1987,3,3,,1,,"	01",2214,4428
41,1117,23,40220,5,1,"	03","	090","	00449",3,1,5,3,4,2012,1,2,,,,"	01",2214,
41,1117,23,40220,1,1,"	02","	090","	00449",2,2,56,28,2,1961,3,3,,,,"	01",2214,
41,1117,23,40256,2,1,"	01","	092","	00450",1,2,63,20,1,1954,7,4,3,1,,"	01",4526,9052
41,1117,23,40256,2,1,"	02","	092","	00450",4,2,80,27,8,1937,6,3,2,,1,"	01",4526,
41,1117,23,40256,1,1,"	01","	092","	00450",1,2,52,22,10,1965,6,3,2,1,,"	01",4526,4526
41,1117,23,40256,5,1,"	04","	092","	00450",3,2,11,20,2,2006,2,5,,,,"	01",4526,
41,1117,23,40256,5,1,"	01","	092","	00450",1,1,43,1,9,1974,7,4,3,1,,"	01",4526,9052
41,1117,23,40256,5,1,"	02","	092","	00450",2,2,44,11,9,1973,7,4,3,,,"	01",4526,
41,1117,23,40256,5,1,"	03","	092","	00450",3,2,14,22,12,2002,3,2,,,,"	01",4526,
41,1117,23,40256,1,1,"	02","	092","	00450",3,1,14,3,7,2003,3,2,,,,"	01",4526,
41,1117,23,40260,4,1,"	01","	090","	00451",1,1,46,23,7,1971,3,3,,,,"	01",2323,
41,1117,23,40260,3,1,"	04","	090","	00451",3,1,15,24,12,2001,3,3,,,,"	01",2323,
41,1117,23,40260,3,1,"	03","	090","	00451",3,2,22,22,10,1995,3,2,,,,"	01",2323,
41,1117,23,40260,3,1,"	02","	090","	00451",2,2,47,17,9,1970,2,6,,1,,"	01",2323,6969
41,1117,23,40260,3,1,"	01","	090","	00451",1,1,53,21,2,1964,3,3,,,,"	01",2323,
41,1117,23,40260,5,1,"	01","	090","	00451",1,1,44,26,5,1973,3,3,,1,,"	01",2323,2323
41,1117,23,40260,4,1,"	06","	090","	00451",4,1,37,22,6,1980,3,3,,1,,"	01",2323,11615
41,1117,23,40260,4,1,"	05","	090","	00451",3,1,15,30,10,2002,3,3,,,,"	01",2323,
41,1117,23,40260,4,1,"	04","	090","	00451",3,2,20,13,11,1997,4,3,,,,"	01",2323,
41,1117,23,40260,4,1,"	03","	090","	00451",3,2,23,23,5,1994,7,3,3,,,"	01",2323,
41,1117,23,40260,4,1,"	02","	090","	00451",2,2,41,24,3,1976,3,3,,,,"	01",2323,
41,1117,23,40260,1,1,"	01","	090","	00451",1,1,32,14,10,1985,4,3,,1,,"	01",2323,4646
41,1117,23,40260,1,1,"	02","	090","	00451",2,2,32,14,9,1985,4,3,,,,"	01",2323,
41,1117,23,40260,1,1,"	03","	090","	00451",3,1,4,12,4,2013,,,,,,"	01",2323,
41,1117,23,40260,2,1,"	01","	090","	00451",1,1,45,24,7,1972,7,4,3,1,,"	01",2323,6969
41,1117,23,40260,2,1,"	02","	090","	00451",2,2,44,15,11,1973,4,2,,,,"	01",2323,
41,1117,23,40260,2,1,"	03","	090","	00451",3,2,21,12,1,1996,7,1,3,,,"	01",2323,
41,1117,23,40260,2,1,"	04","	090","	00451",3,1,15,2,2,2002,3,3,,,,"	01",2323,
41,1117,23,40260,3,1,"	05","	090","	00451",4,2,3,17,7,2014,,,,,,"	01",2323,
41,1117,23,40263,1,1,"	04","	090","	00452",3,1,4,16,11,2013,,,,,,"	01",2691,
41,1117,23,40263,1,1,"	03","	090","	00452",3,1,11,19,8,2006,2,5,,,,"	01",2691,
41,1117,23,40263,3,1,"	01","	090","	00452",1,2,65,8,4,1952,7,4,3,1,,"	01",2691,2691
41,1117,23,40263,1,1,"	02","	090","	00452",2,2,27,26,12,1989,7,3,3,1,,"	01",2691,5382
41,1117,23,40263,1,1,"	01","	090","	00452",1,1,31,18,4,1986,7,2,3,,,"	01",2691,
41,1117,23,40263,5,1,"	01","	090","	00452",1,1,35,15,11,1982,7,5,3,1,,"	01",2691,5382
41,1117,23,40263,2,1,"	01","	090","	00452",1,2,22,31,3,1995,4,3,,,,"	01",2691,
41,1117,23,40263,5,1,"	04","	090","	00452",3,1,11,1,4,2006,2,5,,,,"	01",2691,
41,1117,23,40263,5,1,"	03","	090","	00452",3,2,13,10,6,2004,3,1,,,,"	01",2691,
41,1117,23,40263,5,1,"	02","	090","	00452",2,2,35,9,11,1982,6,3,2,,,"	01",2691,
41,1117,23,40263,2,1,"	02","	090","	00452",2,1,24,17,9,1993,4,3,,1,,"	01",2691,5382
41,1117,23,40281,3,1,"	01","	090","	00453",1,1,57,12,7,1960,3,3,,1,,"	01",2453,4906
41,1117,23,40281,1,1,"	02","	090","	00453",2,2,62,29,8,1955,6,3,2,,,"	01",2453,
41,1117,23,40281,3,1,"	02","	090","	00453",2,2,46,30,4,1971,3,3,,,,"	01",2453,
41,1117,23,40281,1,1,"	01","	090","	00453",1,1,52,17,10,1965,3,3,,1,,"	01",2453,4906
41,1117,23,40281,5,1,"	05","	090","	00453",3,2,2,3,12,2014,,,,,,"	01",2453,
41,1117,23,40281,5,1,"	04","	090","	00453",3,2,5,24,6,2012,1,2,,,,"	01",2453,
41,1117,23,40281,5,1,"	03","	090","	00453",3,2,9,23,3,2008,2,3,,,,"	01",2453,
41,1117,23,40281,5,1,"	02","	090","	00453",2,2,30,15,8,1987,4,3,,1,,"	01",2453,4906
41,1117,23,40281,5,1,"	01","	090","	00453",1,1,32,10,3,1985,3,3,,,,"	01",2453,
41,1117,23,40281,3,1,"	04","	090","	00453",3,2,10,27,2,2007,2,4,,,,"	01",2453,
41,1117,23,40281,3,1,"	03","	090","	00453",3,2,10,27,2,2007,2,4,,,,"	01",2453,
41,1117,23,40281,2,1,"	01","	090","	00453",1,2,54,23,11,1963,6,3,1,1,,"	01",2453,2453
41,1117,23,40281,2,1,"	02","	090","	00453",3,2,15,24,5,2002,3,2,,,,"	01",2453,
41,1117,23,40281,4,1,"	01","	090","	00453",1,1,26,19,5,1991,7,5,3,1,,"	01",2453,7359
41,1117,23,40281,4,1,"	02","	090","	00453",4,2,26,19,5,1991,7,5,3,,,"	01",2453,
41,1117,23,40281,4,1,"	03","	090","	00453",7,2,28,10,9,1989,7,4,3,,,"	01",2453,
41,1117,23,40283,4,1,"	03","	092","	00454",3,1,23,8,10,1994,4,1,,1,,"	01",4214,16856
41,1117,23,40283,4,1,"	02","	092","	00454",2,2,50,13,3,1967,7,5,3,,,"	01",4214,
41,1117,23,40283,4,1,"	01","	092","	00454",1,1,49,3,8,1968,7,5,3,,,"	01",4214,
41,1117,23,40283,4,1,"	05","	092","	00454",3,2,13,24,6,2004,3,1,,,,"	01",4214,
41,1117,23,40283,1,1,"	01","	092","	00454",1,1,29,8,2,1988,4,3,,1,,"	01",4214,8428
41,1117,23,40283,3,1,"	02","	092","	00454",2,2,36,27,8,1981,7,5,3,,,"	01",4214,
41,1117,23,40283,3,1,"	01","	092","	00454",1,1,41,23,7,1976,3,3,,1,,"	01",4214,8428
41,1117,23,40283,1,1,"	02","	092","	00454",2,2,25,24,11,1992,7,5,3,,,"	01",4214,
41,1117,23,40283,4,1,"	04","	092","	00454",3,1,18,2,11,1999,4,3,,,,"	01",4214,
41,1117,23,40287,5,1,"	03","	091","	00455",3,1,28,4,4,1989,7,5,3,,,"	01",2466,
41,1117,23,40287,1,1,"	01","	091","	00455",1,1,30,14,4,1987,3,2,,,,"	01",2466,
41,1117,23,40287,1,1,"	02","	091","	00455",2,2,27,9,4,1990,3,3,,1,,"	01",2466,4932
41,1117,23,40287,1,1,"	03","	091","	00455",3,1,13,19,6,2004,3,1,,,,"	01",2466,
41,1117,23,40287,2,1,"	01","	091","	00455",1,1,50,31,8,1967,2,6,,,,"	01",2466,
41,1117,23,40287,2,1,"	02","	091","	00455",2,2,49,18,5,1968,3,3,,,,"	01",2466,
41,1117,23,40287,2,1,"	03","	091","	00455",3,2,27,28,8,1990,7,5,3,,,"	01",2466,
41,1117,23,40287,2,1,"	04","	091","	00455",3,2,23,4,8,1994,7,2,3,1,,"	01",2466,9864
41,1117,23,40287,2,1,"	05","	091","	00455",4,2,3,28,6,2014,,,,,,"	01",2466,
41,1117,23,40287,4,1,"	01","	091","	00455",1,1,40,20,5,1977,3,3,,,,"	01",2466,
41,1117,23,40287,4,1,"	02","	091","	00455",2,2,37,7,7,1980,3,3,,1,,"	01",2466,7398
41,1117,23,40287,4,1,"	03","	091","	00455",4,2,45,14,8,1972,2,6,,,,"	01",2466,
41,1117,23,40287,4,1,"	04","	091","	00455",3,2,17,5,8,2000,4,2,,,,"	01",2466,
41,1117,23,40287,4,1,"	05","	091","	00455",4,1,7,21,8,2010,2,2,,,,"	01",2466,
41,1117,23,40287,3,1,"	01","	091","	00455",1,1,42,5,8,1975,3,3,,1,,"	01",2466,9864
41,1117,23,40287,3,1,"	02","	091","	00455",3,1,20,12,4,1997,4,3,,,,"	01",2466,
41,1117,23,40287,3,1,"	03","	091","	00455",7,2,22,15,6,1995,4,3,,,,"	01",2466,
41,1117,23,40287,3,1,"	04","	091","	00455",3,1,19,9,7,1998,4,1,,,,"	01",2466,
41,1117,23,40287,3,1,"	05","	091","	00455",3,1,16,25,8,2001,3,3,,,,"	01",2466,
41,1117,23,40287,5,1,"	01","	091","	00455",1,1,51,4,6,1966,3,3,,,,"	01",2466,
41,1117,23,40287,5,1,"	02","	091","	00455",2,2,48,31,12,1968,2,6,,1,,"	01",2466,7398
41,1117,23,40302,1,1,"	04","	089","	00456",3,2,2,7,11,2015,,,,,,"	01",2943,
41,1117,23,40302,2,1,"	02","	089","	00456",2,1,32,3,3,1985,3,3,,,,"	01",2943,
41,1117,23,40302,5,1,"	03","	089","	00456",4,1,48,7,11,1969,3,3,,,,"	01",2943,
41,1117,23,40302,5,1,"	04","	089","	00456",4,1,44,7,11,1973,3,3,,1,,"	01",2943,11772
41,1117,23,40302,3,1,"	04","	089","	00456",3,2,12,15,10,2005,2,6,,,,"	01",2943,
41,1117,23,40302,3,1,"	03","	089","	00456",3,1,18,24,3,1999,4,3,,,,"	01",2943,
41,1117,23,40302,3,1,"	02","	089","	00456",2,2,38,2,8,1979,3,3,,,,"	01",2943,
41,1117,23,40302,3,1,"	01","	089","	00456",1,1,43,21,4,1974,3,3,,1,,"	01",2943,8829
41,1117,23,40302,1,1,"	05","	089","	00456",3,1,,14,8,2017,,,,,,"	01",2943,
41,1117,23,40302,2,1,"	01","	089","	00456",1,2,38,18,5,1979,3,3,,,,"	01",2943,
41,1117,23,40302,2,1,"	04","	089","	00456",3,2,18,15,11,1998,2,2,,,1,"	01",2943,
41,1117,23,40302,2,1,"	03","	089","	00456",3,1,18,6,12,1998,4,2,,1,,"	01",2943,11772
41,1117,23,40302,1,1,"	03","	089","	00456",4,1,20,7,11,1997,3,3,,1,,"	01",2943,8829
41,1117,23,40302,1,1,"	02","	089","	00456",2,2,19,26,10,1998,3,1,,,,"	01",2943,
41,1117,23,40302,1,1,"	01","	089","	00456",1,1,27,8,7,1990,2,6,,,,"	01",2943,
41,1117,23,40302,4,1,"	02","	089","	00456",3,1,34,14,2,1983,4,1,,,,"	01",2943,
41,1117,23,40302,4,1,"	01","	089","	00456",1,2,56,30,9,1961,2,3,,1,,"	01",2943,5886
41,1117,23,40302,5,1,"	01","	089","	00456",1,2,47,7,11,1970,3,3,,,,"	01",2943,
41,1117,23,40302,5,1,"	02","	089","	00456",4,2,76,5,11,1941,2,3,,,,"	01",2943,
41,1117,23,40340,1,1,"	04","	090","	00457",3,1,9,14,7,2008,2,3,,,,"	01",2845,
41,1117,23,40340,1,1,"	03","	090","	00457",3,1,14,22,11,2002,3,3,,,,"	01",2845,
41,1117,23,40340,1,1,"	02","	090","	00457",2,2,39,22,3,1978,4,3,,,,"	01",2845,
41,1117,23,40340,1,1,"	01","	090","	00457",1,1,39,12,5,1978,3,3,,,,"	01",2845,
41,1117,23,40340,2,1,"	01","	090","	00457",1,2,56,17,12,1960,2,3,,1,,"	01",2845,2845
41,1117,23,40340,1,1,"	06","	090","	00457",7,1,25,16,9,1992,4,3,,,,"	01",2845,
41,1117,23,40340,3,1,"	01","	090","	00457",1,1,38,8,7,1979,4,3,,,,"	01",2845,
41,1117,23,40340,3,1,"	02","	090","	00457",2,2,36,1,2,1981,3,3,,1,,"	01",2845,5690
41,1117,23,40340,3,1,"	03","	090","	00457",3,1,16,6,11,2001,4,1,,,,"	01",2845,
41,1117,23,40340,3,1,"	04","	090","	00457",3,1,10,17,1,2007,2,4,,,,"	01",2845,
41,1117,23,40340,4,1,"	01","	090","	00457",1,1,46,14,10,1971,2,6,,1,,"	01",2845,5690
41,1117,23,40340,1,1,"	05","	090","	00457",3,2,19,16,1,1998,4,3,,1,,"	01",2845,11380
41,1117,23,40340,4,1,"	02","	090","	00457",2,2,46,21,3,1971,2,6,,,,"	01",2845,
41,1117,23,40363,5,1,"	01","	090","	00458",1,1,47,19,10,1970,4,3,,,1,"	01",2400,
41,1117,23,40363,1,1,"	03","	090","	00458",3,2,11,10,2,2006,2,5,,,,"	01",2400,
41,1117,23,40363,1,1,"	02","	090","	00458",2,2,51,25,5,1966,6,2,2,1,,"	01",2400,4800
41,1117,23,40363,1,1,"	01","	090","	00458",1,1,48,9,11,1969,3,3,,,1,"	01",2400,
41,1117,23,40363,4,1,"	03","	090","	00458",3,2,13,24,11,2004,3,1,,,,"	01",2400,
41,1117,23,40363,4,1,"	02","	090","	00458",2,2,41,23,10,1976,3,2,,,1,"	01",2400,
41,1117,23,40363,4,1,"	01","	090","	00458",1,1,42,4,1,1975,4,3,,1,,"	01",2400,4800
41,1117,23,40363,3,1,"	06","	090","	00458",4,1,7,8,11,2010,2,2,,,,"	01",2400,
41,1117,23,40363,3,1,"	05","	090","	00458",4,1,5,8,11,2012,2,1,,,,"	01",2400,
41,1117,23,40363,3,1,"	04","	090","	00458",3,2,20,6,9,1997,4,2,,1,,"	01",2400,9600
41,1117,23,40363,3,1,"	03","	090","	00458",3,2,21,26,6,1996,4,2,,,,"	01",2400,
41,1117,23,40363,3,1,"	02","	090","	00458",2,2,36,3,5,1981,3,3,,,,"	01",2400,
41,1117,23,40363,3,1,"	01","	090","	00458",1,1,35,7,7,1982,3,3,,,,"	01",2400,
41,1117,23,40363,2,1,"	01","	090","	00458",1,1,40,21,9,1977,4,3,,1,,"	01",2400,4800
41,1117,23,40363,2,1,"	05","	090","	00458",3,1,6,15,10,2011,1,3,,,,"	01",2400,
41,1117,23,40363,2,1,"	04","	090","	00458",3,2,16,27,1,2001,3,3,,,,"	01",2400,
41,1117,23,40363,5,1,"	02","	090","	00458",2,2,47,19,2,1970,7,4,3,1,,"	01",2400,4800
41,1117,23,40363,2,1,"	02","	090","	00458",2,2,39,28,8,1978,4,1,,,,"	01",2400,
41,1117,23,40363,2,1,"	03","	090","	00458",3,2,7,11,1,2010,2,1,,,,"	01",2400,
"	07",1117,24,40034,2,1,"	01","	018","	00459",1,1,36,3,6,1981,3,3,,,,"	01",3150,
"	07",1117,24,40034,5,1,"	02","	018","	00459",2,1,21,4,12,1996,7,4,3,,,"	01",3150,
"	07",1117,24,40034,2,1,"	03","	018","	00459",3,1,17,18,10,2000,4,2,,,,"	01",3150,
"	07",1117,24,40034,2,1,"	04","	018","	00459",3,2,14,1,2,2003,3,2,,,,"	01",3150,
"	07",1117,24,40034,2,1,"	05","	018","	00459",3,1,13,24,7,2004,3,1,,,,"	01",3150,
"	07",1117,24,40034,4,1,"	04","	018","	00459",4,2,10,6,9,2007,2,4,,,,"	01",3150,
"	07",1117,24,40034,4,1,"	01","	018","	00459",1,2,60,30,3,1957,7,2,3,1,,"	01",3150,6300
"	07",1117,24,40034,4,1,"	02","	018","	00459",3,2,37,11,5,1980,7,4,3,,,"	01",3150,
"	07",1117,24,40034,4,1,"	03","	018","	00459",4,1,12,18,4,2005,2,6,,,,"	01",3150,
"	07",1117,24,40034,2,1,"	02","	018","	00459",2,2,36,16,9,1981,3,3,,1,,"	01",3150,6300
"	07",1117,24,40034,5,1,"	01","	018","	00459",1,2,34,4,12,1983,9,2,4,1,,"	01",3150,6300
"	07",1117,24,40034,3,1,"	02","	018","	00459",3,2,21,13,11,1996,7,1,3,1,,"	01",3150,6300
"	07",1117,24,40034,3,1,"	01","	018","	00459",1,2,56,13,11,1961,5,4,3,,,"	01",3150,
"	07",1117,24,40034,1,1,"	05","	018","	00459",3,1,2,18,8,2015,,,,,,"	01",3150,
"	07",1117,24,40034,1,1,"	04","	018","	00459",3,2,6,3,3,2011,2,1,,,,"	01",3150,
"	07",1117,24,40034,1,1,"	03","	018","	00459",3,2,14,8,4,2003,3,2,,,,"	01",3150,
"	07",1117,24,40034,1,1,"	02","	018","	00459",2,2,38,8,11,1979,6,2,2,1,,"	01",3150,6300
"	07",1117,24,40034,1,1,"	01","	018","	00459",1,1,40,27,4,1977,8,2,4,,,"	01",3150,
"	07",1117,24,40048,3,1,"	02","	018","	00460",2,2,45,3,9,1972,7,5,3,1,,"	01",3490,6980
"	07",1117,24,40048,3,1,"	01","	018","	00460",1,1,52,26,6,1965,7,5,3,,1,"	01",3490,
"	07",1117,24,40048,2,1,"	02","	018","	00460",2,2,65,2,4,1952,7,5,3,1,,"	01",3490,6980
"	07",1117,24,40048,2,1,"	01","	018","	00460",1,1,70,16,5,1947,7,5,3,,,"	01",3490,
"	07",1117,24,40048,3,1,"	03","	018","	00460",3,2,17,29,4,2000,4,3,,,,"	01",3490,
"	07",1117,24,40048,1,1,"	02","	018","	00460",3,2,72,28,7,1945,6,4,2,1,,"	01",3490,6980
"	07",1117,24,40048,1,1,"	01","	018","	00460",1,2,102,24,5,1915,2,4,,,,"	01",3490,
"	07",1117,24,40048,3,1,"	04","	018","	00460",3,1,6,8,5,2011,1,3,,,,"	01",3490,
"	07",1117,24,40048,5,1,"	01","	018","	00460",1,2,59,16,5,1958,7,5,3,1,,"	01",3490,3490
"	07",1117,24,40076,4,1,"	04","	018","	00461",3,1,14,27,6,2003,3,2,,,,"	01",3271,
"	07",1117,24,40076,4,1,"	03","	018","	00461",3,1,19,11,8,1998,7,2,3,,,"	01",3271,
"	07",1117,24,40076,4,1,"	02","	018","	00461",2,2,40,14,8,1977,4,1,,1,,"	01",3271,9813
"	07",1117,24,40076,4,1,"	01","	018","	00461",1,1,41,7,1,1976,4,3,,,,"	01",3271,
"	07",1117,24,40076,2,1,"	04","	018","	00461",3,1,3,17,2,2014,,,,,,"	01",3271,
"	07",1117,24,40076,2,1,"	03","	018","	00461",3,1,21,24,1,1996,4,3,,,,"	01",3271,
"	07",1117,24,40076,2,1,"	02","	018","	00461",2,2,40,28,2,1977,4,3,,,,"	01",3271,
"	07",1117,24,40076,4,1,"	05","	018","	00461",3,1,8,11,6,2009,2,3,,,,"	01",3271,
"	07",1117,24,40076,1,1,"	02","	018","	00461",4,2,57,29,2,1960,8,4,4,1,,"	01",3271,6542
"	07",1117,24,40076,2,1,"	01","	018","	00461",1,1,46,28,6,1971,4,3,,1,,"	01",3271,9813
"	07",1117,24,40076,5,1,"	02","	018","	00461",2,2,42,2,9,1975,7,5,3,,,"	01",3271,
"	07",1117,24,40076,5,1,"	01","	018","	00461",1,1,48,23,1,1969,8,1,4,1,,"	01",3271,6542
"	07",1117,24,40076,3,1,"	04","	018","	00461",3,1,8,30,6,2009,2,2,,,,"	01",3271,
"	07",1117,24,40076,3,1,"	03","	018","	00461",3,2,11,16,11,2005,2,6,,,,"	01",3271,
"	07",1117,24,40076,3,1,"	02","	018","	00461",2,2,35,6,3,1982,4,3,,1,,"	01",3271,6542
"	07",1117,24,40076,3,1,"	01","	018","	00461",1,1,39,15,7,1978,7,5,3,,1,"	01",3271,
"	07",1117,24,40076,1,1,"	01","	018","	00461",1,2,85,24,6,1932,2,6,,,,"	01",3271,
"	07",1117,24,40134,4,1,"	01","	017","	00462",1,2,48,27,7,1969,3,2,,,,"	01",3544,
"	07",1117,24,40134,4,1,"	02","	017","	00462",4,2,41,16,5,1976,3,3,,,,"	01",3544,
"	07",1117,24,40134,5,1,"	02","	017","	00462",2,2,82,8,5,1935,2,2,,1,,"	01",3544,7088
