"id","host_id","neighbourhood","property_type","room_type","accommodates","price","minimum_nights","maximum_nights","bedrooms","beds","cancellation_policy","number_of_reviews","review_scores_accuracy"
14298266,31474391,3,2,1,6,1041,1,30,2,3,"moderate",69,10
14299639,23005877,11,29,1,3,2718,2,29,1,1,"strict_14_with_grace_period",9,9
14303935,75222161,14,2,3,1,360,2,10,1,1,"moderate",0,NA
14303976,87394350,11,26,3,1,792,60,1125,1,1,"flexible",1,10
14314999,47731512,3,2,3,2,408,1,1125,1,1,"flexible",1,10
14316759,87544364,6,15,1,6,906,1,1125,2,2,"flexible",7,9
14317545,1222626,6,2,3,1,272,3,120,1,1,"moderate",36,10
14320958,60203647,6,2,1,2,1495,1,30,1,1,"flexible",365,10
14322346,5724510,6,2,1,6,2944,2,1124,2,4,"moderate",134,10
14335671,87768744,11,2,1,5,1585,2,30,2,2,"flexible",17,10
14336219,80358782,1,26,3,3,296,1,1125,2,2,"flexible",2,10
14336303,54403209,6,2,3,2,362,1,1125,1,1,"strict_14_with_grace_period",43,10
14340166,87816792,11,2,3,2,408,5,30,1,1,"strict_14_with_grace_period",171,10
14340398,87753763,4,26,1,4,3170,3,1125,2,3,"strict_14_with_grace_period",11,10
14340524,72969330,6,2,1,4,3238,1,360,2,2,"moderate",157,10
14340808,51268811,1,2,4,2,296,2,1125,1,1,"flexible",0,NA
14340825,15443387,4,2,1,3,743,1,1125,1,1,"flexible",0,NA
14342371,44873503,4,2,3,2,1472,2,10,1,1,"flexible",0,NA
14355319,3138072,3,2,3,2,996,1,90,1,1,"moderate",9,10
14356804,69886882,4,26,3,4,519,5,150,1,1,"flexible",28,10
14358701,21192680,6,2,1,4,702,2,21,2,2,"moderate",49,10
14362672,68779828,6,2,3,1,294,3,1125,1,0,"flexible",6,10
14366910,26438560,1,2,1,6,1404,2,1125,3,3,"moderate",37,10
14369044,82493669,6,26,3,1,319,2,30,1,1,"flexible",0,NA
14371044,6749567,11,2,3,2,340,2,15,1,1,"flexible",1,10
14371863,63391739,8,15,1,5,653,1,1125,2,3,"flexible",58,10
14373695,88207602,11,2,1,2,521,5,60,1,1,"flexible",59,10
14374678,26074794,3,26,3,2,543,1,10,1,1,"flexible",7,10
14387507,88367177,6,2,3,2,317,2,28,1,1,"strict_14_with_grace_period",108,10
14400028,21197414,6,2,1,4,793,3,60,2,4,"moderate",22,10
14400092,79867246,4,35,1,7,4529,4,90,4,7,"moderate",6,9
14401350,88526889,3,2,3,2,657,1,1125,1,2,"flexible",6,10
14408999,88619062,11,2,1,2,1336,2,21,1,1,"moderate",22,10
14412854,31483807,6,2,1,3,1608,1,1125,1,1,"strict_14_with_grace_period",23,10
14422435,25612878,2,2,3,2,900,1,1125,1,1,"flexible",5,10
14424893,74856590,6,29,1,3,1359,1,1125,1,1,"moderate",8,10
14425023,54993110,11,2,1,3,1291,2,31,2,2,"strict_14_with_grace_period",153,10
14426182,88710369,6,33,3,2,2106,1,1125,1,1,"moderate",3,10
14426643,88778384,4,35,3,1,180,15,1125,1,1,"strict_14_with_grace_period",25,10
14427746,70506869,4,26,3,1,498,3,1125,1,1,"strict_14_with_grace_period",1,10
14429731,88800687,6,2,3,2,476,1,14,1,1,"moderate",18,10
14429763,50388400,6,26,3,2,406,7,31,1,1,"strict_14_with_grace_period",38,10
14431126,43143783,14,2,3,1,540,1,7,1,1,"strict_14_with_grace_period",4,9
14431852,7242222,11,2,1,2,611,2,90,1,1,"strict_14_with_grace_period",81,10
14440574,64426177,11,2,3,2,430,1,1125,1,1,"flexible",385,10
14442615,88921782,11,2,1,2,1960,3,1125,1,1,"moderate",85,10
14445735,60000817,6,22,1,2,1556,3,60,1,1,"moderate",130,10
14450945,69886882,4,26,3,1,611,2,7,1,1,"flexible",13,10
14451129,69886882,4,26,3,1,906,2,7,1,1,"flexible",12,10
14452320,46425586,4,26,3,1,365,5,20,1,1,"flexible",0,NA
14453593,88580272,6,2,1,4,1585,2,360,2,3,"moderate",139,10
14474843,89237244,3,26,3,1,249,2,1125,1,2,"moderate",22,10
14476683,2052282,4,26,3,3,1025,2,60,1,1,"flexible",0,NA
14481425,88745591,11,2,1,3,906,2,1125,2,2,"moderate",60,10
14484431,89237244,3,26,3,2,249,2,1125,1,2,"moderate",34,10
14486925,45209419,11,2,3,2,793,2,60,1,1,"flexible",43,10
14488253,34272793,14,2,1,4,1058,7,1125,3,4,"moderate",17,10
14489062,54497443,6,33,1,6,1177,1,1125,2,3,"strict_14_with_grace_period",29,10
14489877,89416981,11,2,1,2,2921,3,90,2,3,"moderate",8,9
14497892,842287,6,2,3,2,634,2,1125,1,1,"moderate",3,10
14502548,42182555,6,2,1,2,996,2,60,1,2,"moderate",51,10
14503732,22049255,11,2,3,4,2700,1,30,2,2,"strict_14_with_grace_period",6,10
14505493,89599938,11,2,3,2,752,2,1125,1,0,"moderate",41,10
14523404,86212261,11,2,3,1,249,3,1125,1,1,"flexible",10,10
14524542,9152637,7,26,3,2,360,1,1125,1,1,"flexible",136,10
14536188,89128065,6,2,3,1,294,2,15,1,1,"moderate",20,10
14536371,28467823,4,2,3,1,383,5,30,1,1,"flexible",0,NA
14537791,87519754,6,2,1,7,589,1,1125,2,2,"flexible",152,10
14537886,45549165,6,26,3,2,294,1,1125,1,1,"flexible",214,10
14539117,29980120,7,2,3,2,450,1,25,1,1,"moderate",11,9
14548301,2323816,6,2,1,6,1449,1,30,3,3,"moderate",104,10
14549066,2323816,6,2,1,6,1601,2,30,3,3,"moderate",136,10
14549919,84673320,11,2,1,3,1630,3,1125,2,3,"flexible",16,9
14550133,78052629,14,2,3,1,203,2,1125,1,1,"moderate",2,10
14550256,90052933,6,2,1,2,385,2,15,1,1,"moderate",8,10
14551297,51612975,6,2,1,4,2038,2,1125,2,2,"strict_14_with_grace_period",56,9
14551765,2547869,6,2,1,2,3148,2,365,1,1,"super_strict_30",5,10
14552721,89599938,11,2,3,1,702,2,1125,1,1,"moderate",14,10
14553504,78424487,4,2,4,1,180,5,6,1,0,"flexible",2,10
14553734,90093807,14,26,3,2,784,1,1125,1,1,"moderate",10,10
14553744,88767844,11,2,3,2,1208,1,1125,1,2,"flexible",4,10
14557001,14991614,4,2,3,2,204,2,999,1,1,"flexible",9,10
14557629,66446530,4,26,3,4,2279,1,1125,1,2,"flexible",0,NA
14557923,45549165,6,26,3,2,451,1,1125,1,1,"flexible",239,10
14568361,17424383,11,2,1,1,1155,28,1125,1,1,"strict_14_with_grace_period",23,9
14574270,89694431,6,2,1,2,747,3,9,1,1,"flexible",4,10
14576827,84914017,11,2,3,2,1494,1,1125,1,1,"flexible",0,NA
14577527,82578592,3,2,3,1,699,1,1125,1,1,"moderate",17,10
14577669,59209012,6,2,3,2,1608,1,1125,1,1,"flexible",0,NA
14577713,87368059,4,2,3,2,566,3,45,1,1,"strict_14_with_grace_period",80,10
14578373,90337287,10,26,3,2,563,7,30,1,2,"moderate",9,10
14587581,90444198,3,2,3,2,1117,1,1125,1,1,"flexible",0,NA
14593430,81923412,7,2,3,1,315,3,1125,1,1,"moderate",14,10
14595595,59187432,6,2,3,2,249,1,60,1,1,"strict_14_with_grace_period",35,10
14612217,47665322,11,2,1,4,1404,2,1125,2,2,"strict_14_with_grace_period",11,10
14613775,90697132,6,2,1,3,974,2,30,1,2,"strict_14_with_grace_period",2,10
14633755,86209308,6,2,1,6,1495,1,1125,2,2,"moderate",11,9
14646444,28920215,3,29,1,2,725,2,50,1,0,"strict_14_with_grace_period",118,9
14647553,65145153,7,23,1,4,450,1,30,2,3,"flexible",188,10
14649508,87565849,3,2,3,2,340,5,1125,1,1,"flexible",24,10
14653894,90988938,3,2,1,2,861,3,30,2,2,"strict_14_with_grace_period",29,10
14664559,10764020,11,2,1,10,20509,1,1125,5,6,"strict_14_with_grace_period",2,10
14669733,91162649,6,2,1,4,793,2,1125,1,1,"strict_14_with_grace_period",59,10
14671195,74821954,3,2,3,2,638,1,1125,1,1,"flexible",2,10
14684734,22305484,6,2,3,2,677,2,1125,1,1,"flexible",11,10
14686220,91310902,11,2,3,1,698,1,1125,1,1,"moderate",33,10
14690184,91343490,3,2,3,1,702,3,3,1,1,"flexible",0,NA
14692548,40227779,6,2,1,3,970,3,1125,2,2,"strict_14_with_grace_period",46,10
14694526,28874298,11,2,1,4,1200,2,500,2,2,"strict_14_with_grace_period",12,10
14707272,82736864,6,29,1,4,1268,3,1125,1,1,"strict_14_with_grace_period",1,10
14708666,46247902,1,29,1,2,878,2,1125,1,1,"strict_14_with_grace_period",5,10
14710924,25416724,4,26,3,3,362,2,180,1,2,"moderate",19,10
14712136,91537259,3,31,3,2,951,1,1125,1,1,"flexible",0,NA
14712288,91362765,6,2,1,5,996,1,1125,1,1,"flexible",2,4
14712465,68055691,3,2,3,1,722,1,1125,1,1,"flexible",0,NA
14713790,91552645,11,2,1,4,1947,1,1125,2,2,"strict_14_with_grace_period",55,9
14715144,37266397,11,2,1,3,996,2,30,1,1,"strict_14_with_grace_period",70,9
14715513,91576201,11,2,3,1,385,2,1125,1,1,"flexible",0,NA
14724490,91367288,11,2,3,1,340,3,1125,1,1,"flexible",0,NA
14726393,91678342,14,26,3,1,336,2,60,1,1,"moderate",7,10
14729125,15912583,4,2,3,2,679,2,7,1,1,"moderate",17,10
14729998,91713601,1,2,1,5,843,2,1125,2,3,"strict_14_with_grace_period",68,10
14730284,84712824,3,2,1,6,1041,1,30,2,3,"moderate",46,10
14731701,91737559,6,2,1,4,679,20,1000,2,2,"strict_14_with_grace_period",85,9
14738358,10917267,6,26,1,11,6341,1,1125,5,8,"moderate",41,9
14741973,63154978,4,26,3,1,248,1,1125,1,1,"flexible",2,10
14742275,61872126,11,15,1,4,1494,7,240,2,2,"flexible",10,10
14742623,49044610,6,2,3,2,793,1,30,1,1,"strict_14_with_grace_period",38,10
14744556,76028290,6,2,1,5,592,2,1125,2,2,"strict_14_with_grace_period",66,10
14744662,91872817,4,2,1,4,592,30,1125,2,4,"strict_14_with_grace_period",3,9
14744879,16585748,2,2,1,6,815,1,1125,2,4,"flexible",94,10
14745211,91874092,3,26,3,1,249,3,8,1,1,"moderate",21,10
14745746,91872817,4,2,3,2,182,10,1125,1,2,"strict_14_with_grace_period",9,9
14746462,73519550,4,2,1,4,1358,2,1125,1,1,"flexible",45,10
14746939,91876146,4,26,1,4,1585,6,28,2,2,"strict_14_with_grace_period",63,10
14747663,58723852,1,26,3,3,684,2,1125,1,2,"flexible",140,10
14758557,46655820,6,2,3,2,319,1,1125,1,1,"moderate",239,10
14759070,14339354,1,26,3,2,540,1,1125,1,2,"moderate",6,10
14759604,5755202,11,29,1,4,3623,2,1000,0,2,"strict_14_with_grace_period",2,10
14759721,31041957,14,2,1,4,765,5,1125,3,3,"moderate",16,10
14769851,73519550,4,2,1,6,1902,2,1125,2,3,"flexible",43,10
14771338,49832163,3,2,3,2,340,1,30,1,1,"flexible",3,10
14772657,92173973,8,2,1,4,294,3,17,2,2,"moderate",73,10
14773767,73519550,4,2,1,4,1630,2,1125,1,1,"flexible",52,10
14782333,33871095,6,2,1,2,702,1,45,1,1,"strict_14_with_grace_period",195,10
14782916,90913381,1,2,1,5,589,1,1125,3,3,"moderate",3,10
14783145,90913381,1,2,1,5,498,1,1125,2,2,"flexible",1,NA
14784240,37742252,6,2,1,2,1019,2,1125,1,1,"moderate",56,9
14788836,92349793,4,2,1,2,473,3,1125,1,1,"moderate",26,10
14795648,88803982,3,2,3,1,498,1,1125,1,NA,"flexible",0,NA
14798191,92432250,11,2,4,1,181,3,90,1,1,"strict_14_with_grace_period",26,9
14802115,92451042,6,2,3,6,4059,3,30,3,3,"flexible",4,10
14804626,92495306,6,2,3,1,589,1,4,1,1,"flexible",2,8
14804922,92491162,6,15,1,4,1359,2,1125,2,3,"flexible",61,9
14804986,92498535,3,29,1,4,657,1,1125,1,2,"strict_14_with_grace_period",142,9
14806490,10917267,6,26,3,3,589,1,1125,1,2,"moderate",18,9
14806581,54084031,6,15,3,2,747,1,366,1,1,"moderate",15,10
14807543,92521525,3,2,3,2,340,1,4,1,2,"flexible",6,10
14808632,46157997,6,15,4,2,475,1,5,1,1,"flexible",0,NA
14809775,48638161,5,26,3,2,589,1,1125,1,1,"flexible",38,9
14816349,57410146,6,2,1,5,638,2,32,2,2,"strict_14_with_grace_period",93,9
14822264,86934152,6,2,1,5,24821,2,35,2,2,"moderate",3,10
14824574,87382490,6,29,1,3,729,2,90,1,1,"moderate",79,10
14826611,92718913,3,2,3,1,340,30,1125,1,1,"moderate",0,NA
14826918,89816836,6,2,3,1,1087,1,1125,1,1,"flexible",6,10
14827414,91519533,3,2,3,2,251,4,28,1,1,"moderate",34,10
14837635,8256660,6,15,1,2,1200,1,1125,1,1,"moderate",18,10
14839509,92846911,3,15,3,2,657,2,365,1,1,"moderate",14,9
14840331,57121727,3,2,1,2,1109,1,1125,1,0,"flexible",0,NA
14841251,92867091,14,26,3,1,247,1,1125,1,1,"flexible",36,10
14842747,61872126,11,15,1,2,883,7,1125,1,1,"moderate",12,10
14843264,10917267,6,26,3,2,521,1,1125,1,1,"moderate",15,10
14850466,47665322,3,2,1,2,906,1,1125,1,1,"strict_14_with_grace_period",52,10
14853614,87569510,11,26,1,6,1698,1,1125,4,4,"flexible",1,NA
14855214,5755202,11,2,1,3,1743,3,1125,1,1,"moderate",32,10
14855540,76771100,5,26,3,2,784,1,1125,1,2,"flexible",72,10
14855902,53822366,6,2,1,4,1223,2,1125,2,3,"flexible",103,10
14856716,25410924,6,29,1,2,1353,1,90,1,1,"strict_14_with_grace_period",185,10
14856918,40551381,4,2,3,2,249,2,21,1,2,"moderate",14,10
14858607,12931752,6,26,3,2,408,2,30,1,1,"flexible",16,10
14858845,93048681,6,2,3,2,249,1,90,1,1,"flexible",14,10
14866193,48024077,3,26,3,2,294,1,1125,1,1,"flexible",10,9
14866502,10917267,6,26,3,2,521,1,1125,1,2,"moderate",19,9
14866565,48024077,3,26,3,2,342,2,1125,1,0,"moderate",29,10
14868524,10917267,6,26,3,2,566,1,1125,1,1,"moderate",18,10
14869322,10917267,6,2,1,2,1019,1,1125,1,2,"moderate",34,9
14872353,23054013,3,2,3,2,570,30,1000,1,1,"strict_14_with_grace_period",2,10
14872480,10264951,6,15,1,3,996,2,1125,1,2,"moderate",163,9
14872532,58843771,16,2,1,4,385,1,30,3,3,"moderate",9,10
14877256,3050484,3,2,3,1,385,1,1125,1,1,"strict_14_with_grace_period",5,8
14881292,10764020,11,2,1,6,10188,1,1125,3,3,"strict_14_with_grace_period",33,9
14883971,93333746,6,2,1,4,1042,2,1125,2,2,"moderate",62,10
14884279,24020790,6,2,1,4,1200,5,40,1,2,"strict_14_with_grace_period",273,10
14885003,65267629,6,26,3,1,498,1,1125,1,1,"flexible",0,NA
14887741,82865728,4,26,3,4,248,5,30,4,4,"flexible",1,10
14895669,6651600,6,2,3,2,544,5,1125,1,1,"moderate",9,10
14897186,93499515,4,26,3,2,1109,2,1125,1,1,"flexible",50,10
14900116,93537508,11,2,1,6,2468,5,60,2,3,"strict_14_with_grace_period",19,10
14902588,93569783,4,25,3,2,589,1,1125,1,2,"flexible",1,6
14902604,15390736,6,29,1,3,1443,4,60,1,2,"flexible",72,10
14912167,75908956,3,26,3,2,365,2,1125,1,1,"flexible",5,10
14912180,93660558,6,2,3,2,702,2,1125,1,1,"flexible",1,10
14913166,93625673,15,22,3,3,495,1,1125,1,2,"strict_14_with_grace_period",114,10
14913185,92897635,3,2,3,2,589,2,90,1,1,"flexible",6,10
14913506,14369937,3,2,1,4,951,4,365,2,3,"moderate",21,10
14915300,64115384,6,2,3,2,634,2,28,1,1,"moderate",113,10
14915368,12581631,3,26,3,2,226,28,365,1,2,"flexible",16,10
14917284,93733966,6,26,3,1,498,2,1125,1,1,"moderate",106,10
14919293,61102975,1,2,1,4,1404,2,1125,2,2,"flexible",1,10
14930007,8818735,3,2,1,4,906,2,40,2,3,"flexible",32,10
14930096,77322096,4,26,3,2,498,1,1125,1,2,"flexible",0,NA
14933042,21570721,5,2,1,3,843,2,1125,1,1,"moderate",53,10
14934111,93924018,14,21,3,1,294,1,1125,1,1,"flexible",6,10
14934912,66354214,11,29,1,2,1481,1,1125,1,1,"moderate",102,10
14936291,93951966,1,26,3,2,387,2,1125,1,2,"flexible",12,10
14944946,37360767,15,2,1,8,430,1,365,3,8,"moderate",92,10
14945106,36968846,6,2,1,4,793,1,1125,2,3,"moderate",122,10
14945634,23307612,6,35,1,4,2310,3,365,2,2,"flexible",79,10
14947465,42700394,6,2,1,3,1110,1,1125,1,1,"strict_14_with_grace_period",41,10
14949803,94085755,6,23,3,2,272,4,1125,1,1,"flexible",0,NA
14951716,83438226,6,2,1,3,793,2,90,2,2,"strict_14_with_grace_period",77,10
14952124,94097438,1,2,3,1,293,2,1125,1,1,"strict_14_with_grace_period",25,10
14955293,13741236,5,2,1,2,1608,3,1125,2,1,"flexible",1,NA
14968294,91532600,3,2,3,2,453,1,360,1,1,"flexible",24,9
14968837,91532600,3,2,3,2,430,2,1125,1,1,"flexible",28,9
14977840,54788375,6,26,3,2,430,1,1125,1,1,"moderate",51,9
14978434,51430533,3,15,3,2,475,2,1125,1,1,"flexible",6,9
14979018,1106611,5,2,3,4,1563,1,10,1,2,"strict_14_with_grace_period",1,10
14981185,94401421,4,2,3,2,743,2,35,1,2,"moderate",18,10
14981751,11978282,6,2,1,4,1291,2,18,2,2,"moderate",137,10
14982270,94411871,3,2,3,2,498,16,30,1,1,"flexible",2,2
14990827,12216741,6,15,1,4,928,1,50,1,3,"moderate",172,10
14992080,10764020,11,2,1,6,6792,1,1125,3,3,"strict_14_with_grace_period",60,10
14992146,47299343,6,15,3,1,7472,1,5,1,1,"flexible",0,NA
14992522,43339584,2,26,3,2,315,2,1125,1,2,"moderate",8,10
14994766,94547651,4,26,3,2,592,1,1125,1,1,"strict_14_with_grace_period",122,10
15007530,41105138,4,2,3,2,294,2,30,1,1,"strict_14_with_grace_period",63,10
15018408,66113264,11,2,1,6,6339,1,90,2,2,"moderate",94,10
15021954,5036713,6,2,3,1,294,15,365,1,0,"strict_14_with_grace_period",0,NA
15023189,94831335,6,2,3,2,296,4,1125,1,1,"moderate",170,10
15023388,1513987,11,15,1,2,860,2,1125,1,1,"strict_14_with_grace_period",78,10
15023424,17481254,6,2,1,4,1268,21,360,2,2,"flexible",49,10
15023846,42700394,5,2,1,3,1857,7,1125,1,1,"strict_14_with_grace_period",24,10
15025661,94860952,3,26,3,6,294,1,1125,3,7,"strict_14_with_grace_period",15,8
15027131,94878845,3,2,3,2,205,7,60,1,1,"strict_14_with_grace_period",72,10
15044846,5036713,6,2,1,3,702,90,365,3,3,"flexible",0,NA
15052350,48158240,6,6,3,2,4079,1,1125,1,1,"flexible",1,10
15052562,95134691,6,2,3,2,385,15,90,2,2,"flexible",12,10
15052770,50956172,11,2,3,1,226,1,60,1,1,"flexible",27,10
15057473,92837014,4,2,3,2,408,1,60,1,1,"flexible",88,10
15061172,92059618,1,2,4,2,1367,1,1125,1,2,"flexible",0,NA
15065987,41489963,4,26,3,1,203,3,1125,1,1,"moderate",34,10
15069505,50305161,6,2,1,2,1631,5,90,1,1,"moderate",16,10
15070723,45912316,3,2,1,4,1358,1,1125,2,2,"flexible",51,10
15072574,68073724,3,2,3,2,271,1,1125,1,1,"flexible",2,10
15075511,10764020,11,2,1,12,31697,1,1125,6,6,"strict_14_with_grace_period",0,NA
15086803,39018009,6,2,1,4,860,3,1125,2,2,"strict_14_with_grace_period",1,10
15087013,69197913,6,2,1,7,2151,2,1125,3,5,"moderate",100,10
15095165,85965868,6,2,3,1,226,2,90,1,1,"moderate",61,10
15095327,95563774,3,2,3,2,340,1,15,1,1,"flexible",4,10
15095936,52590317,8,2,1,5,611,2,1125,2,2,"flexible",97,10
15097085,15052513,6,2,1,6,1381,1,1125,2,3,"flexible",62,10
15100318,95616586,15,26,3,1,228,1,1125,1,1,"moderate",165,10
15101261,95626790,3,2,3,1,204,2,1125,1,0,"flexible",1,NA
15111413,95729381,6,2,1,3,838,1,1125,1,3,"strict_14_with_grace_period",42,10
15112224,29735586,11,15,1,2,1245,1,1125,1,1,"moderate",172,10
15114415,69114519,3,2,1,4,951,3,365,2,2,"moderate",38,10
15115514,38262203,6,2,3,5,383,1,1125,1,2,"strict_14_with_grace_period",56,9
15121047,39392858,15,2,3,2,476,1,30,1,1,"moderate",129,10
15122085,2828980,6,2,1,2,1925,2,32,1,1,"moderate",192,10
15124106,48259354,6,2,1,4,1699,2,1125,2,2,"moderate",90,9
15126144,7726776,6,2,1,8,2797,4,60,3,4,"strict_14_with_grace_period",126,10
15128497,10014804,6,26,1,12,23162,1,1125,7,7,"moderate",25,10
15129293,95912437,6,2,3,1,294,1,6,1,1,"flexible",0,NA
15130823,72555768,3,2,1,4,1517,2,180,2,3,"moderate",51,10
15131180,95881043,5,33,1,5,4995,1,1125,3,4,"strict_14_with_grace_period",2,10
15132630,21970685,6,2,1,7,2672,1,730,2,4,"moderate",174,10
15132756,95946083,3,2,3,2,362,1,30,2,1,"moderate",45,10
15132887,95946800,6,2,1,4,1110,2,5,2,2,"flexible",74,9
15133605,30861961,3,2,3,2,498,2,1125,1,1,"strict_14_with_grace_period",0,NA
15134291,95208050,3,22,1,2,430,1,140,1,1,"flexible",73,10
15134629,53784552,3,2,1,4,725,3,80,2,2,"moderate",48,10
15141719,51430533,3,2,1,4,1291,1,1125,2,1,"strict_14_with_grace_period",0,NA
15144168,90311565,6,15,1,5,1381,2,150,2,3,"moderate",121,10
15145014,77811044,6,2,3,3,589,1,1125,1,2,"moderate",180,10
15145820,96060539,4,26,1,16,15011,1,1125,9,14,"strict_14_with_grace_period",17,10
15148794,27817224,11,2,3,2,519,7,1125,1,1,"strict_14_with_grace_period",18,10
15149153,96092983,14,2,3,1,270,1,1125,1,1,"flexible",10,10
15149329,3191338,6,2,3,2,657,2,7,1,1,"flexible",2,10
15150207,63915894,3,2,1,6,889,2,60,2,2,"strict_14_with_grace_period",15,9
15160124,96182145,11,2,1,5,1359,363,364,3,4,"flexible",0,NA
15160788,78655156,3,15,1,2,861,2,30,2,3,"moderate",13,10
15162884,61872126,11,15,1,2,1003,6,250,1,1,"flexible",6,10
15164579,66774607,1,26,3,1,405,4,1125,1,1,"flexible",0,NA
15165035,96227433,1,2,4,3,900,1,1125,1,1,"moderate",0,NA
15165936,8267186,3,2,1,4,634,2,90,2,2,"strict_14_with_grace_period",70,10
15166368,96240077,6,2,3,2,430,2,1125,1,1,"moderate",27,9
15166844,96245485,11,2,1,5,2475,7,90,2,2,"flexible",0,NA
15172327,96290006,11,2,3,1,589,2,1125,1,1,"moderate",4,10
15177485,61872126,11,15,1,4,996,5,365,2,3,"flexible",15,9
15179804,10917267,6,26,1,9,6568,1,1125,4,6,"moderate",5,9
15181303,96356970,4,26,3,2,2717,1,10,1,2,"strict_14_with_grace_period",13,10
15191621,61872126,11,15,1,2,815,7,1125,1,2,"flexible",9,10
15194545,31362063,1,26,3,2,1879,2,15,1,1,"flexible",0,NA
15194815,69276610,6,2,3,2,543,1,1125,1,1,"moderate",48,10
15201457,73026196,3,2,1,2,770,5,25,1,1,"strict_14_with_grace_period",57,10
15209492,68157735,6,2,1,6,3736,6,28,3,4,"strict_14_with_grace_period",46,10
15213515,96653835,4,2,1,3,1035,2,1125,2,1,"flexible",36,10
15217504,69708118,11,2,1,3,1743,3,1125,2,2,"strict_14_with_grace_period",31,10
15220610,72424695,14,2,3,1,338,1,1125,1,1,"flexible",7,10
15221382,73242340,15,23,3,3,383,1,1125,1,2,"moderate",294,10
15221897,96714670,6,2,1,6,2377,2,30,3,4,"strict_14_with_grace_period",25,10
15222364,51161346,3,2,1,2,294,5,1125,1,1,"flexible",1,10
15223032,73547660,6,2,3,2,406,3,10,1,1,"moderate",153,10
15223036,48595157,11,2,3,2,1350,2,15,1,1,"flexible",0,NA
15223452,96092983,14,2,3,2,450,5,1125,1,2,"flexible",5,10
15223609,65309762,4,2,3,2,453,2,1125,1,1,"flexible",0,NA
15227182,31450241,6,2,1,8,3487,2,1125,3,5,"moderate",104,10
15232543,1439513,11,2,1,2,1527,7,1124,1,1,"strict_14_with_grace_period",48,10
15233338,96834952,11,2,3,1,589,2,1125,1,1,"flexible",0,NA
15234102,96841713,4,2,3,2,792,30,1125,1,2,"flexible",0,NA
15238814,96356970,4,26,3,2,2717,1,7,1,1,"strict_14_with_grace_period",1,10
15238817,5974590,11,2,1,8,6679,2,365,4,5,"strict_14_with_grace_period",50,10
15240630,2653797,6,2,3,1,408,7,365,1,1,"flexible",4,10
15247095,2940097,6,2,1,4,838,2,60,2,2,"moderate",20,10
15251790,35215470,1,26,3,2,342,3,1125,1,1,"strict_14_with_grace_period",15,10
15253633,53509208,1,2,3,1,365,1,90,1,1,"flexible",5,10
15254923,97020288,4,2,4,2,225,1,15,1,1,"flexible",2,10
15255041,11707742,6,2,3,2,475,1,30,1,1,"moderate",10,10
15265794,4448934,6,29,1,4,1019,1,50,1,1,"flexible",19,9
15268800,97135300,7,22,1,10,405,1,1124,3,7,"moderate",149,10
15268846,18887538,6,2,1,3,1358,4,400,1,2,"moderate",45,10
15269652,97145253,3,2,1,4,543,2,1125,2,2,"strict_14_with_grace_period",27,10
15270041,97148741,6,2,1,1,996,365,365,2,1,"flexible",0,NA
15275099,97197755,11,15,1,1,387,1,1125,2,2,"strict_14_with_grace_period",5,10
15284512,20440301,6,29,1,4,1925,1,10,2,2,"moderate",189,10
15286065,97295229,1,2,1,4,543,5,180,2,3,"strict_14_with_grace_period",4,10
15288318,97317277,11,2,1,2,996,1,1125,1,1,"strict_14_with_grace_period",3,10
15288359,97320466,6,2,1,5,702,3,1125,2,4,"strict_14_with_grace_period",43,10
15298545,97404870,3,2,1,6,1128,1,180,3,3,"moderate",4,9
15301567,11711412,6,2,1,6,1042,3,8,2,3,"moderate",138,10
15308994,61819470,11,2,1,4,1891,2,360,2,2,"strict_14_with_grace_period",40,10
15311184,42700394,6,2,1,2,1019,1,1125,1,1,"strict_14_with_grace_period",80,10
15311709,49735631,5,26,3,1,226,1,1125,1,1,"flexible",32,10
15315251,68385044,6,2,1,5,1495,3,10,2,5,"flexible",14,10
