"id","host_id","neighbourhood","property_type","room_type","accommodates","price","minimum_nights","maximum_nights","bedrooms","beds","cancellation_policy","number_of_reviews","review_scores_accuracy"
34945705,37036293,11,15,1,6,5004,1,1125,3,4,"flexible",25,10
34946430,198295509,9,26,3,2,453,1,15,0,1,"flexible",0,NA
34947177,215387193,14,2,3,2,181,1,30,1,1,"flexible",0,NA
34947376,263336031,3,2,1,3,699,1,1125,1,1,"flexible",4,10
34948280,198295509,9,26,3,2,453,3,30,0,1,"flexible",0,NA
34948464,190512072,6,2,1,4,501,1,30,2,2,"flexible",36,10
34948468,263101731,2,2,3,2,270,1,1125,0,1,"flexible",0,NA
34948626,48490524,6,2,3,2,340,1,7,1,1,"flexible",4,10
34948738,52056042,3,2,3,2,838,2,30,1,2,"moderate",4,8
34964990,139494866,3,2,3,2,294,2,365,1,1,"flexible",0,NA
34966986,3561989,6,2,1,4,1246,1,1125,2,3,"strict_14_with_grace_period",57,10
34969254,263467980,6,2,1,4,1608,2,1125,2,3,"moderate",10,10
34970627,36138409,3,2,1,4,974,1,1125,1,1,"flexible",21,10
34970929,263479607,7,15,1,4,941,2,1125,3,3,"flexible",24,10
34972699,75765196,11,2,3,1,226,33,1125,0,1,"flexible",2,6
34973378,261678952,11,26,3,1,496,1,360,1,1,"flexible",12,10
34974252,159407807,11,2,3,1,272,1,15,1,1,"flexible",16,10
34976531,263517515,14,15,1,2,2003,1,1125,1,2,"flexible",4,10
34977582,263529020,7,22,3,2,359,1,1125,1,1,"flexible",7,10
34978629,148393068,4,2,3,1,181,1,20,1,1,"flexible",0,NA
34978803,54144104,4,2,1,4,1992,3,1125,2,2,"flexible",26,10
34979467,198295509,9,2,3,2,456,3,15,0,0,"flexible",1,NA
34979525,263546807,11,2,3,1,592,1,31,1,1,"flexible",0,NA
34979558,89885503,6,2,1,4,2718,1,1125,2,2,"moderate",37,10
34979594,13505706,6,2,1,2,951,3,30,1,1,"moderate",2,9
34982102,263249579,13,34,3,1,179,2,1125,1,1,"flexible",0,NA
34984702,163074954,6,35,1,5,747,2,1125,2,5,"flexible",12,10
34993894,23677448,6,2,3,1,970,2,1125,1,1,"strict_14_with_grace_period",2,10
35000875,86719656,15,29,1,2,383,1,4,1,1,"moderate",144,10
35001799,257686655,11,2,1,2,1494,20,309,1,1,"flexible",0,NA
35001881,263697251,14,2,1,2,498,5,1125,0,2,"flexible",1,NA
35002212,120918514,3,2,1,2,889,183,365,2,2,"flexible",0,NA
35002881,263697251,14,2,1,2,518,180,180,0,2,"flexible",0,NA
35003370,178040429,6,2,1,2,793,1,1125,1,1,"flexible",92,10
35003403,262986020,6,23,4,2,294,1,30,1,2,"flexible",15,10
35004257,262986020,6,22,4,1,226,1,30,1,1,"flexible",3,10
35004722,263719408,11,2,3,1,342,2,1125,1,1,"moderate",11,9
35006194,32336198,15,26,3,2,360,1,1125,1,1,"moderate",25,10
35007638,263742098,6,2,1,3,706,15,30,2,1,"flexible",63,9
35009998,262986020,6,23,4,2,453,1,30,1,2,"flexible",18,10
35010388,102355289,6,2,3,1,340,2,1125,1,1,"strict_14_with_grace_period",15,10
35010791,198295509,9,26,3,1,362,1,1125,0,1,"flexible",0,NA
35012288,87539949,3,2,1,5,996,2,1125,2,3,"strict_14_with_grace_period",4,10
35013170,179833599,6,4,2,2,1495,1,1125,1,1,"moderate",20,10
35013323,117316194,6,26,3,2,340,1,48,1,2,"strict_14_with_grace_period",5,10
35013417,179833599,6,4,2,2,1495,1,1125,1,1,"moderate",19,10
35013542,179833599,6,4,2,2,589,1,1125,1,1,"moderate",39,10
35013655,179833599,6,4,2,2,589,1,1125,1,1,"moderate",41,10
35013767,179833599,6,4,2,2,1495,1,1125,1,1,"moderate",2,10
35013861,179833599,6,4,2,2,793,1,1125,1,1,"moderate",29,10
35017599,102937416,6,2,3,1,408,1,5,1,1,"flexible",2,8
35019404,263823796,6,2,3,1,408,2,30,1,1,"flexible",0,NA
35031288,189859126,9,12,3,2,225,1,1125,2,2,"flexible",0,NA
35032281,178040429,6,2,1,2,792,1,1125,1,1,"flexible",22,10
35032616,51589458,6,2,3,1,453,2,1125,1,1,"flexible",2,10
35033099,263903989,8,33,3,1,225,5,1125,1,1,"flexible",1,2
35037886,112604689,2,2,1,5,900,2,90,2,4,"flexible",30,10
35038452,211186678,14,2,3,1,203,1,7,1,1,"flexible",0,NA
35039035,205494326,6,2,3,2,204,1,15,1,1,"flexible",2,10
35039078,178040429,6,2,1,4,996,1,1125,2,2,"flexible",42,10
35040176,7518430,6,29,1,2,541,2,1125,0,1,"moderate",38,10
35041030,168279118,3,2,1,3,906,2,90,2,2,"moderate",28,10
35041639,98809759,15,2,1,4,453,30,31,2,2,"flexible",0,NA
35042247,34546768,4,26,3,2,702,1,12,1,1,"moderate",63,10
35042444,41686128,6,2,1,2,456,2,1125,1,1,"flexible",5,10
35043609,263110754,11,2,1,5,2197,2,30,2,3,"strict_14_with_grace_period",12,9
35044622,142318709,15,2,1,5,338,1,4,2,2,"moderate",61,10
35050307,262986020,6,22,4,1,226,1,30,1,1,"flexible",10,10
35050591,262986020,6,23,4,1,226,1,30,1,2,"flexible",31,10
35051393,262986020,6,23,4,1,453,1,30,1,2,"flexible",20,10
35052330,262986020,6,23,4,1,226,1,30,1,2,"flexible",29,10
35056443,262986020,6,23,4,1,226,1,30,1,1,"flexible",5,10
35056607,262986020,6,23,4,1,226,1,30,1,1,"flexible",14,10
35057956,262986020,6,22,4,1,226,1,30,1,1,"flexible",0,NA
35058191,262986020,6,23,4,1,226,1,30,1,6,"flexible",2,10
35058277,27841247,6,2,1,6,1608,1,1125,2,3,"strict_14_with_grace_period",8,9
35058408,262986020,6,22,4,1,226,1,30,1,1,"flexible",0,NA
35058467,90882764,4,2,3,2,702,3,13,1,1,"flexible",0,NA
35059441,262986020,6,22,4,1,226,1,30,1,1,"flexible",0,NA
35059556,264094732,15,2,1,4,706,1,1125,1,2,"flexible",163,10
35059850,262986020,6,22,4,1,226,1,30,1,1,"flexible",0,NA
35063962,41663687,6,34,1,2,340,4,60,1,1,"strict_14_with_grace_period",18,9
35066335,192383341,14,26,3,2,450,1,365,1,1,"flexible",54,10
35066502,187503056,4,22,3,2,293,3,7,1,2,"strict_14_with_grace_period",1,8
35068347,253320700,3,2,3,1,294,7,1125,1,1,"flexible",2,10
35070433,113570194,3,22,3,2,340,5,30,1,1,"flexible",5,10
35071045,35654816,3,15,3,2,883,1,1125,1,1,"flexible",2,10
35071443,163843149,6,2,1,3,543,2,1125,1,2,"moderate",26,10
35080721,264249422,4,2,1,6,2005,3,5,3,3,"strict_14_with_grace_period",26,10
35088355,130815107,11,2,1,4,661,2,1125,2,2,"strict_14_with_grace_period",22,9
35088509,107380788,16,22,3,3,405,2,14,1,3,"flexible",16,10
35089308,855811,3,2,1,4,928,3,20,2,2,"moderate",15,10
35090937,264330737,14,22,3,2,248,2,7,1,1,"flexible",0,NA
35091863,264330737,14,22,3,2,248,2,7,1,1,"flexible",1,NA
35092045,264330737,14,22,3,2,247,2,7,1,1,"flexible",0,NA
35094095,15184798,3,2,3,1,249,1,1125,1,1,"moderate",13,9
35094562,192383341,14,26,3,3,570,1,365,1,2,"flexible",17,10
35094745,48106095,6,2,3,2,498,2,1125,1,1,"moderate",5,10
35094750,36138409,3,2,1,2,1094,1,1125,1,1,"moderate",20,10
35095442,79142025,14,26,3,1,203,4,90,1,1,"flexible",1,10
35096045,79142025,14,26,3,1,203,3,90,1,1,"flexible",15,10
35096492,79142025,14,26,3,1,203,3,90,1,1,"flexible",7,10
35096934,79142025,14,26,3,1,203,3,90,1,1,"flexible",2,10
35097218,79142025,14,26,3,2,203,4,90,1,2,"flexible",2,10
35097826,51425944,3,2,1,2,996,3,1125,1,1,"strict_14_with_grace_period",0,NA
35100041,47429710,6,2,3,1,294,1,31,1,1,"flexible",2,9
35108949,129788653,2,26,3,2,293,2,24,1,1,"flexible",1,10
35114182,261044377,6,24,4,1,634,1,60,1,8,"flexible",0,NA
35114896,261044377,6,24,4,1,634,1,60,1,6,"flexible",0,NA
35115936,261044377,6,24,4,1,657,1,60,1,6,"flexible",0,NA
35116267,216578149,3,2,1,5,996,1,31,1,3,"moderate",24,10
35116409,261044377,6,24,3,4,2310,1,60,1,1,"flexible",0,NA
35117206,261044377,6,24,3,2,2210,1,60,1,1,"flexible",0,NA
35117596,244321663,6,24,2,1,181,1,60,1,20,"flexible",4,10
35119075,135222078,11,26,3,2,493,5,365,1,1,"flexible",0,NA
35119627,172939912,6,2,1,2,1359,1,31,1,1,"moderate",80,10
35119858,261857354,6,2,1,4,3171,1,1125,2,3,"strict_14_with_grace_period",11,10
35120682,264532627,11,2,1,3,2093,2,30,1,1,"flexible",2,10
35120905,264528881,2,2,3,2,338,3,180,1,1,"moderate",8,9
35121001,82488629,6,2,1,5,1110,5,1125,1,3,"flexible",19,10
35121405,257686655,11,2,1,2,1494,20,365,1,1,"flexible",0,NA
35122927,117315390,3,2,1,2,634,2,1125,1,1,"flexible",4,9
35123198,264515826,6,24,3,2,883,1,1125,1,2,"flexible",0,NA
35124426,261602204,5,33,2,4,1789,1,187,2,3,"flexible",4,10
35125509,264532627,11,2,1,3,2250,1,30,2,1,"flexible",1,10
35125878,1364085,6,2,1,2,453,30,180,1,1,"flexible",3,9
35126168,244321663,6,24,2,1,294,1,500,1,8,"flexible",2,10
35126932,262825698,1,26,3,2,225,1,364,1,2,"moderate",3,9
35127071,95428721,11,2,3,1,204,2,120,1,1,"moderate",24,10
35127781,264569278,6,26,3,1,408,2,90,1,1,"flexible",10,10
35127964,3006126,6,26,3,2,906,2,30,1,1,"flexible",0,NA
35127973,78508194,3,26,1,6,789,3,15,3,4,"flexible",1,10
35128120,251992440,6,2,1,6,1178,2,1125,2,4,"moderate",2,10
35128148,209403556,7,24,3,1,403,1,1125,1,1,"flexible",0,NA
35128368,264595085,6,2,1,6,1812,2,5,3,3,"flexible",5,10
35128417,92491162,3,15,1,4,906,2,1125,2,1,"flexible",1,10
35128597,115943341,11,2,1,5,996,15,31,2,2,"flexible",1,NA
35128772,264598954,6,2,1,3,1698,3,1125,1,1,"strict_14_with_grace_period",6,10
35129182,25160583,6,15,1,4,1268,3,180,2,2,"moderate",5,10
35129259,126116494,14,26,3,1,204,30,1125,1,1,"flexible",0,NA
35129639,264606473,1,2,1,5,1200,1,90,2,2,"flexible",24,10
35129666,162472626,6,2,3,2,362,2,1125,0,1,"flexible",40,10
35129815,263965796,6,2,1,3,611,6,666,1,1,"moderate",32,9
35130187,264609368,7,26,3,1,225,1,1125,1,1,"flexible",2,10
35130366,20074257,3,2,1,2,1042,1,190,1,1,"flexible",11,10
35130664,264598954,6,2,1,4,1585,3,1125,1,1,"flexible",22,10
35131050,264598954,6,2,1,6,1691,3,1125,1,1,"strict_14_with_grace_period",8,10
35131906,52257004,3,2,3,2,272,2,1125,1,2,"flexible",7,10
35132578,131061883,14,2,3,3,340,1,300,1,1,"strict_14_with_grace_period",11,10
35132607,62178689,4,15,1,2,342,1,1125,1,1,"flexible",41,10
35132957,47154341,6,2,1,6,1155,1,365,2,2,"moderate",23,9
35143931,141551931,3,2,3,2,498,1,1125,1,1,"flexible",0,NA
35144362,141551931,3,2,3,2,501,1,60,1,1,"flexible",2,10
35146667,254178734,11,26,3,2,340,2,30,1,2,"moderate",1,10
35149142,53324057,11,2,1,2,974,5,30,1,1,"moderate",6,10
35150214,157708813,6,2,1,3,996,1,1125,2,2,"moderate",0,NA
35150566,26560489,6,2,1,4,1744,2,1125,1,2,"flexible",18,9
35150800,35406378,3,34,1,2,521,2,60,1,1,"flexible",36,10
35151635,261602204,5,33,2,4,1947,1,187,2,2,"flexible",8,10
35152421,64479716,3,2,3,2,498,1,15,1,1,"moderate",10,10
35152732,3006126,6,18,1,4,2944,1,1125,2,2,"flexible",0,NA
35154909,1795374,6,2,1,4,3623,3,60,3,3,"moderate",12,10
35155414,244321663,6,24,2,1,205,1,500,1,8,"flexible",4,8
35155615,215724844,16,26,1,6,1103,3,250,2,6,"moderate",1,10
35156997,260678088,4,26,3,3,225,3,180,1,2,"flexible",6,10
35157156,178267752,1,26,3,1,7853,1,1125,1,1,"flexible",1,10
35157753,178267752,1,26,3,1,7857,1,1125,1,1,"flexible",1,10
35158163,122430248,2,2,4,1,205,2,59,1,1,"flexible",1,NA
35158224,212818580,9,2,3,2,270,1,1125,1,1,"moderate",6,10
35158617,149109275,6,2,1,4,1495,2,1000,1,2,"flexible",22,10
35159853,48179042,4,26,1,3,585,2,28,2,2,"moderate",11,10
35161077,264802819,16,2,3,1,203,2,300,1,1,"flexible",4,10
35161546,259166079,3,29,3,2,657,1,15,0,1,"flexible",0,NA
35161732,207658931,6,26,1,8,1494,2,1125,3,6,"flexible",3,10
35162311,21941749,6,2,1,2,770,20,1125,1,1,"moderate",10,10
35162840,40590613,3,2,3,1,340,1,7,1,2,"flexible",0,NA
35163047,264820102,3,26,1,4,589,1,90,1,1,"flexible",2,9
35163913,202364330,11,2,1,3,657,1,30,1,1,"moderate",92,10
35164153,52257004,3,2,1,6,883,2,60,4,6,"flexible",25,10
35164625,13549069,5,35,1,6,1395,1,1125,2,3,"strict_14_with_grace_period",21,10
35164756,6368067,6,2,3,2,408,2,1125,1,1,"flexible",24,10
35165380,121414463,6,26,3,2,385,2,1125,1,1,"flexible",0,NA
35165406,62786378,11,2,1,4,1426,1,1125,2,2,"moderate",24,9
35165580,61586482,2,2,1,4,843,2,1125,2,2,"moderate",50,10
35165822,25205701,6,2,1,4,793,3,365,2,2,"flexible",11,10
35167049,264851413,15,2,3,1,204,1,25,1,1,"flexible",0,NA
35167961,20119447,6,2,1,10,2030,2,1125,3,5,"moderate",10,10
35183002,170647778,6,2,3,2,181,1,1125,1,1,"moderate",6,10
35186531,67962946,11,22,3,2,408,1,1125,0,1,"flexible",7,10
35187130,264969513,2,2,1,3,589,1,1125,1,1,"moderate",9,10
35187910,113471366,11,2,1,8,5366,2,60,4,4,"flexible",9,10
35190975,179800202,3,2,1,3,1494,2,1125,1,1,"moderate",22,10
35191041,263965796,3,2,1,5,860,4,16,2,2,"moderate",21,9
35195313,136047642,6,2,1,2,1993,2,1125,1,1,"moderate",17,10
35195801,113471366,11,2,1,4,2491,1,90,2,2,"flexible",1,10
35196533,265039132,11,2,1,4,1436,2,999,1,1,"flexible",21,9
35197292,236301634,6,15,1,6,3396,1,93,2,2,"flexible",36,10
35198283,4647678,11,15,3,1,996,1,470,1,1,"flexible",68,10
35198374,163040667,6,2,3,2,294,5,90,1,1,"flexible",7,9
35200326,176203961,6,2,1,2,317,3,1125,1,1,"moderate",35,9
35203619,253360112,4,26,3,2,747,1,90,1,1,"flexible",4,9
35204370,62975117,6,2,1,6,1291,1,1125,2,3,"flexible",44,10
35206115,5855439,6,2,1,6,1200,1,60,3,1,"flexible",1,10
35218528,236301634,6,15,1,4,2264,1,93,1,2,"flexible",35,10
35220910,236301634,6,15,1,4,2943,1,93,1,2,"flexible",59,10
35221940,236301634,6,15,1,4,2717,1,93,1,1,"flexible",40,10
35223544,152214802,5,2,1,2,1709,2,30,1,2,"moderate",4,10
35224106,104400812,6,15,1,4,1173,2,1125,1,1,"flexible",29,10
35226205,236301634,6,15,1,4,2717,1,93,1,2,"flexible",33,10
35226481,236301634,6,15,1,4,2717,1,93,1,2,"flexible",42,10
35226780,141329460,3,2,1,5,611,1,1125,2,3,"moderate",48,10
35228222,6573910,6,29,1,2,928,1,180,1,1,"flexible",78,10
35229053,74107434,6,29,1,2,521,2,1125,1,1,"moderate",35,10
35229860,261857354,6,2,1,4,4529,1,1125,2,2,"strict_14_with_grace_period",1,10
35231450,193696220,6,2,1,10,3510,1,1125,3,5,"moderate",25,10
35231761,265039132,11,2,1,4,1426,2,999,1,1,"flexible",4,9
35231763,265039132,11,2,3,2,1019,2,2,1,1,"flexible",5,10
35232830,262986020,6,23,4,1,453,1,30,1,2,"flexible",8,10
35233090,241462487,6,22,3,2,340,1,365,1,1,"flexible",11,10
35233456,138824092,6,2,1,2,657,2,1125,1,1,"strict_14_with_grace_period",2,10
35234325,59057907,11,15,1,3,1200,1,1125,1,2,"strict_14_with_grace_period",4,10
35236903,60999538,6,2,3,1,340,1,1125,1,1,"flexible",0,NA
35237373,161370419,15,22,3,1,181,2,30,1,1,"flexible",0,NA
35237493,4274771,4,2,1,2,1443,2,1125,1,1,"flexible",17,10
35237596,265033621,15,2,3,2,405,1,1125,1,1,"flexible",11,10
35238120,265316935,14,2,3,2,495,1,7,1,1,"flexible",0,NA
35240912,265103872,2,22,4,16,203,30,360,1,35,"flexible",0,NA
35248948,197605878,11,2,1,3,1992,1,1125,2,2,"flexible",0,NA
35250699,48512681,4,29,1,3,702,2,60,1,2,"moderate",50,10
35255335,51379790,11,15,3,2,408,2,1125,1,1,"flexible",6,10
35256381,265039132,11,2,1,2,1358,2,999,1,1,"flexible",8,9
35258577,63168614,6,2,1,2,793,1,1125,1,1,"strict_14_with_grace_period",21,9
35261288,265454205,6,15,1,4,1812,1,60,2,3,"flexible",63,10
35262170,265288958,6,29,1,2,706,1,60,2,8,"strict_14_with_grace_period",0,NA
35263109,217072968,11,2,3,4,996,30,365,2,2,"moderate",2,10
35263456,265288958,6,29,3,2,880,1,1125,1,1,"strict_14_with_grace_period",1,4
35263824,261768666,6,15,1,2,951,1,1125,1,1,"strict_14_with_grace_period",56,10
35264137,265489767,7,26,1,4,1800,1,6,2,3,"flexible",0,NA
35264901,217843854,14,26,3,1,248,3,1125,1,1,"moderate",4,10
35266123,210579394,11,2,1,2,476,2,14,1,1,"moderate",2,10
35266322,1615317,4,2,3,1,996,1,3,1,1,"flexible",0,NA
35280426,265613419,3,2,3,2,226,3,30,1,1,"flexible",2,NA
35281981,33390107,3,2,1,3,906,3,15,1,1,"flexible",0,NA
35286654,129240897,6,2,3,2,498,3,1125,1,1,"flexible",0,NA
35288399,62862952,3,2,1,4,906,2,1125,2,2,"strict_14_with_grace_period",15,10
35288926,134294169,6,2,1,3,634,2,30,1,3,"moderate",18,10
35289295,93030183,6,15,3,2,657,3,1125,1,0,"flexible",5,10
35289955,170554540,5,26,3,3,249,3,1125,1,2,"flexible",3,9
35297768,265751566,4,15,3,1,248,1,7,1,1,"flexible",2,8
35301098,265777504,8,26,1,4,1664,1,1125,2,2,"flexible",0,NA
35302200,228126920,16,18,3,2,196144,3,5,1,1,"flexible",0,NA
35304808,34537969,6,2,3,1,408,3,1125,1,1,"flexible",10,10
35307643,193210694,6,15,3,2,453,1,5,1,1,"flexible",52,10
35313379,265873636,1,2,1,4,1253,180,1125,2,2,"flexible",0,NA
35314264,162266933,11,2,1,2,249,3,300,1,1,"moderate",17,9
35314709,59187432,6,2,3,1,294,2,100,1,1,"flexible",5,10
35314730,265884935,3,2,1,4,589,2,1125,2,3,"flexible",19,10
35315546,265892863,14,2,3,1,248,2,6,1,1,"moderate",28,10
35316425,28715429,11,2,1,5,974,2,1125,2,2,"flexible",2,10
35317148,22758914,6,26,1,16,3510,1,365,6,10,"strict_14_with_grace_period",45,10
35320299,237917073,4,4,3,2,408,1,90,1,1,"flexible",0,NA
35321497,265950228,9,2,4,2,360,5,6,1,2,"flexible",0,NA
35321705,252133014,4,26,3,6,495,2,30,2,4,"strict_14_with_grace_period",7,9
35334611,3919211,6,2,1,4,2038,3,1125,2,2,"moderate",2,10
35335853,99038642,14,2,1,4,889,2,1125,2,3,"moderate",15,10
35337768,53361285,11,2,1,6,747,1,1125,2,4,"moderate",26,9
35338050,249960449,4,26,3,1,204,3,1125,1,1,"flexible",6,10
35339297,85995557,11,15,1,3,615,1,30,1,1,"flexible",2,10
35339425,8905097,6,2,1,9,5662,1,1125,4,5,"super_strict_30",17,9
35339566,163188865,15,2,3,2,249,2,1125,1,1,"moderate",20,10
35339798,266057598,14,15,1,3,495,2,1125,2,0,"moderate",0,NA
35341860,21379148,3,2,1,4,883,2,1125,2,3,"flexible",30,10
35343471,206251954,1,2,3,3,251,2,1125,1,1,"flexible",32,10
35343654,266086414,11,2,3,2,453,1,30,1,1,"strict_14_with_grace_period",4,10
35345199,31576052,3,29,4,2,543,1,1125,1,2,"flexible",0,NA
35349296,93809776,3,2,1,2,860,30,500,2,2,"flexible",1,10
35350450,235574502,1,2,3,1,272,5,30,1,1,"strict_14_with_grace_period",0,NA
35350703,120246368,3,2,1,2,543,20,1125,1,1,"strict_14_with_grace_period",34,10
35350855,35406519,4,23,3,2,249,1,15,0,1,"flexible",15,10
35351582,88814273,8,15,1,4,679,2,1125,2,2,"flexible",21,10
35352344,261086707,11,26,3,1,226,2,1125,1,1,"moderate",10,9
35352858,122695820,6,2,1,14,3510,1,30,5,7,"strict_14_with_grace_period",34,10
35353120,75720447,11,2,1,4,957,1,1125,2,2,"flexible",0,NA
35353642,209392701,6,33,2,3,906,1,30,1,1,"flexible",2,10
35353960,21422183,6,15,1,5,2491,2,120,2,4,"flexible",38,10
35354712,113570194,3,22,3,2,340,5,40,1,1,"moderate",6,10
35366317,37155089,7,2,1,3,498,1,15,1,1,"flexible",1,10
35373041,72881450,11,2,3,2,340,1,1125,1,1,"flexible",23,10
35373129,107810747,4,2,3,2,405,1,1125,1,1,"flexible",0,NA
35374185,18794675,6,2,1,6,1110,1,1125,2,3,"flexible",19,10
35374329,49125312,6,2,1,2,1246,3,1125,1,1,"strict_14_with_grace_period",17,10
35374331,94427425,2,2,1,3,293,1,30,2,2,"flexible",33,9
35376472,131198406,6,23,3,2,792,3,1125,0,1,"flexible",0,NA
35377155,59916905,4,26,3,2,453,1,1125,1,1,"strict_14_with_grace_period",15,10
35377488,130445271,11,15,1,4,1494,3,1125,2,4,"flexible",1,10
35378879,117514394,3,2,1,5,2151,1,1125,2,2,"flexible",30,10
35379721,53361285,11,2,1,6,679,1,1125,2,3,"moderate",26,10
35380245,266344710,14,2,3,4,453,2,11,3,3,"flexible",0,NA
35381066,113471366,11,2,1,4,2196,1,120,2,3,"flexible",6,10
35381170,265860074,16,4,3,1,249,1,1125,1,1,"flexible",1,10
35381189,48683674,3,2,3,2,296,2,1125,1,1,"moderate",13,10
35381247,266351252,3,2,3,2,906,1,60,1,1,"flexible",3,10
35381357,89933759,3,2,1,3,1404,2,7,2,2,"flexible",0,NA
35381908,226879953,11,26,3,1,498,3,20,1,1,"flexible",0,NA
35382269,86460835,1,26,1,10,2575,3,1125,3,4,"strict_14_with_grace_period",6,10
35383610,261181537,6,2,1,2,521,4,15,1,1,"flexible",13,10
35383727,107282537,11,2,1,4,928,1,1125,1,1,"strict_14_with_grace_period",5,9
35384583,266142021,15,2,1,4,743,1,30,2,2,"flexible",44,10
35385144,14993422,4,26,3,2,498,1,5,0,1,"flexible",0,NA
35386306,29891853,11,2,1,7,2581,1,800,4,4,"flexible",52,10
35386484,76827335,14,22,3,2,203,2,15,1,1,"flexible",4,10
35387059,266397176,11,2,1,4,1562,1,1125,1,2,"flexible",38,10
35387218,105170606,14,26,3,1,294,7,1125,1,1,"flexible",1,10
35387452,236301634,6,15,1,4,2718,1,93,2,2,"flexible",52,10
35388136,266412193,5,37,3,16,498,1,60,9,20,"strict_14_with_grace_period",13,9
35388218,160377122,2,2,3,1,387,1,1125,1,1,"flexible",0,NA
35388905,139519962,6,33,3,1,592,1,1,2,1,"flexible",0,NA
35389716,179850991,1,26,3,1,540,2,30,1,1,"flexible",0,NA
35389735,123917287,4,26,1,4,1947,1,1125,2,2,"flexible",6,10
35390386,153277690,6,2,1,2,408,2,1125,1,1,"strict_14_with_grace_period",4,10
35390611,123917287,4,2,3,2,1253,2,1125,1,1,"flexible",1,10
35403597,55949771,14,22,3,5,495,1,1125,2,3,"moderate",31,9
35410834,266415237,8,2,1,2,702,2,30,1,1,"flexible",1,NA
35411411,103448630,6,2,3,1,272,1,15,0,1,"flexible",0,NA
35412009,46570815,6,2,1,4,1132,1,1125,2,2,"flexible",37,10
35414552,110151081,11,15,3,2,611,2,4,1,1,"flexible",32,10
35416305,38282577,6,2,1,6,1495,1,1125,2,4,"flexible",1,4
35417892,266086414,11,2,3,2,430,1,32,1,1,"strict_14_with_grace_period",5,10
35419191,246445632,11,15,1,4,1322,1,1125,2,1,"flexible",2,NA
35419705,266560848,6,2,1,4,793,1,1125,2,2,"strict_14_with_grace_period",4,9
35419818,258853873,6,23,3,2,570,1,1125,1,1,"flexible",18,10
35421298,4647293,6,2,1,4,226,1,365,2,2,"flexible",17,10
35422557,176272955,3,2,3,2,204,1,1125,1,1,"flexible",57,10
35422703,120954109,6,24,3,2,385,1,1125,1,1,"flexible",13,10
35423440,53361285,11,2,1,6,747,1,1125,2,3,"moderate",41,10
35423582,266584289,6,29,1,4,951,1,1125,1,1,"flexible",36,10
35424049,183182189,11,15,3,2,1575,1,61,1,1,"flexible",0,NA
35425561,120585746,3,2,1,6,996,1,1125,3,4,"moderate",12,10
35426062,45325248,3,26,3,1,251,1,365,1,1,"flexible",8,10
35428119,266629016,7,26,1,4,495,1,1125,1,2,"flexible",55,10
35430874,53361285,11,2,1,6,747,1,1125,2,3,"moderate",33,9
35431557,183412199,6,26,3,2,544,2,30,1,1,"strict_14_with_grace_period",6,10
35431864,237211981,4,26,1,6,743,3,90,3,3,"strict_14_with_grace_period",17,10
35442905,113513324,3,2,1,2,547,2,60,1,2,"flexible",9,10
35444376,134946923,11,2,1,5,5660,1,1125,2,3,"strict_14_with_grace_period",23,10
35454248,107690480,11,2,1,2,498,30,1125,1,1,"flexible",0,NA
35454591,266753176,3,22,3,3,657,2,30,3,3,"flexible",0,NA
35456637,134946923,6,2,1,4,3397,1,1125,2,2,"strict_14_with_grace_period",31,10
35457792,248664275,3,29,1,2,883,1,30,1,1,"strict_14_with_grace_period",30,10
35458460,248664275,3,29,1,4,1200,1,30,1,2,"strict_14_with_grace_period",15,10
35458572,193696220,11,2,1,6,5683,2,1125,2,3,"moderate",16,10
35459143,248664275,3,29,1,2,974,1,30,1,1,"strict_14_with_grace_period",18,10
35459412,248664275,3,29,1,2,974,1,30,1,1,"strict_14_with_grace_period",7,10
35459884,83165250,3,2,3,1,205,7,1125,1,1,"flexible",6,10
35460293,5755202,11,29,1,3,2718,1,1124,1,1,"strict_14_with_grace_period",6,9
35460567,198471653,6,2,1,6,1291,2,1125,2,4,"strict_14_with_grace_period",45,10
35460902,157491849,6,2,1,6,1048,3,185,2,3,"strict_14_with_grace_period",5,10
35463177,51532017,3,2,1,6,1993,2,1125,2,3,"flexible",0,NA
35465017,146343306,3,2,1,2,860,3,25,2,2,"strict_14_with_grace_period",14,10
35465060,236301634,6,15,1,4,2706,1,93,1,1,"flexible",22,10
35466053,89359443,4,2,1,4,1404,2,1125,1,3,"moderate",31,10
35466823,266839981,14,34,3,1,2559,1,15,1,1,"flexible",0,NA
35467126,266404155,9,26,3,2,702,1,1125,1,2,"flexible",0,NA
35467271,5796098,6,2,1,4,1608,2,90,2,2,"moderate",21,10
35467445,263101900,3,15,3,1,792,2,4,0,1,"flexible",1,10
35467616,266849115,1,2,1,6,5697,1,1125,3,4,"flexible",1,10
35468216,62701948,3,26,3,1,294,1,60,1,2,"flexible",0,NA
35469004,104502563,3,2,3,2,249,1,15,1,1,"flexible",2,10
35469127,157696797,4,26,3,2,294,2,1125,0,1,"flexible",0,NA
35469259,212167796,3,4,2,1,609,1,30,1,0,"flexible",7,9
35469715,4647678,11,15,3,2,747,1,320,1,1,"flexible",49,10
35470268,118288797,6,2,3,2,294,1,1125,1,1,"moderate",0,NA
35483500,216113157,9,22,3,2,248,1,1125,1,1,"flexible",0,NA
35484989,143364539,2,2,1,5,249,1,180,2,2,"flexible",5,10
35485317,59057907,11,2,1,15,3849,1,1125,4,9,"moderate",15,9
